last_name, first_name,player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
Garcia, Dermis,660650,133,OAK,1B,24,39,,4.65,27.4
Steer, Spencer,668715,113,CIN,3B,24,34,,4.53,27.4
Madrigal, Nick,663611,112,CHC,2B,25,115,,4.37,27.4
Reynolds, Matt,608703,113,CIN,2B,31,92,,4.58,27.4
Mondesi, Adalberto,609275,118,KC,SS,26,10,5,,27.4
Moncada, Yoán,660162,145,CWS,3B,27,116,,4.39,27.4
Moreno, Gabriel,672515,141,TOR,C,22,30,1,4.33,27.4
McNeil, Jeff,643446,121,NYM,2B,30,222,,4.16,27.4
Stubbs, Garrett,596117,143,PHI,C,29,34,,4.41,27.3
Judge, Aaron,592450,147,NYY,CF,30,166,,4.66,27.3
Gregorius, Didi,544369,143,PHI,SS,32,81,,4.38,27.3
Castro, Rodolfo,666801,134,PIT,2B,23,100,,4.45,27.3
Rojas, Josh,668942,109,ARI,3B,28,160,,4.37,27.3
Clemens, Kody,665019,116,DET,3B,26,38,,4.47,27.3
Wendle, Joey,621563,146,MIA,3B,32,170,,4.29,27.3
Betts, Mookie,605141,119,LAD,RF,29,191,,4.45,27.3
Bryant, Kris,592178,115,COL,LF,30,67,,4.47,27.3
Castillo, Diego,660636,134,PIT,SS,24,88,,4.57,27.3
Candelario, Jeimer,600869,116,DET,3B,28,159,,4.51,27.3
Mayfield, Jack,608686,108,LAA,3B,31,27,,4.42,27.3
O'Hearn, Ryan,656811,118,KC,DH,28,37,,4.54,27.3
Sánchez, Jesús,660821,146,MIA,CF,24,115,,4.48,27.3
Carpenter, Kerry,681481,116,DET,DH,24,33,,4.42,27.3
Perdomo, Geraldo,672695,109,ARI,SS,22,164,,4.48,27.2
Gurriel Jr., Lourdes,666971,141,TOR,LF,28,182,,4.44,27.3
Pratto, Nick,668472,118,KC,1B,23,40,,4.40,27.2
Donovan, Brendan,680977,138,STL,2B,25,220,1,4.38,27.2
Meadows, Austin,640457,116,DET,RF,27,39,,4.40,27.2
Kelenic, Jarred,672284,136,SEA,CF,22,47,1,4.39,27.2
Muncy, Max,571970,119,LAD,3B,31,126,,4.43,27.2
Rutschman, Adley,668939,110,BAL,C,24,158,,4.40,27.2
Bart, Joey,663698,137,SF,C,25,59,,4.61,27.1
Hager, Jake,606993,109,ARI,2B,29,21,,4.61,27.2
Vargas, Ildemaro,545121,120,WSH,3B,30,102,,4.48,27.1
Gallo, Joey,608336,119,LAD,LF,28,62,,4.58,27.1
Miller, Brad,543543,140,TEX,LF,32,62,,4.44,27.1
Renfroe, Hunter,592669,158,MIL,RF,30,137,,4.52,27.1
Refsnyder, Rob,608701,111,BOS,RF,31,49,,4.47,27.1
Correa, Carlos,621043,142,MIN,SS,27,180,1,4.58,27.1
Vavra, Terrin,679631,110,BAL,2B,25,28,,4.53,27.1
Massey, Michael,686681,118,KC,2B,24,59,,4.47,27.1
Bohm, Alec,664761,143,PHI,3B,25,252,,4.59,27.1
Díaz, Yandy,650490,139,TB,3B,30,224,,4.53,27.1
McKinney, Billy,641856,133,OAK,RF,27,18,,4.44,27.0
Bradley Jr., Jackie,598265,141,TOR,RF,32,151,,4.42,27.0
Lowe, Nathaniel,663993,140,TEX,1B,26,214,,4.39,27.1
Huff, Sam,669087,140,TEX,C,24,37,,4.60,27.0
Harrison, Josh,543281,145,CWS,2B,34,139,,4.49,27.0
Odor, Rougned,596059,110,BAL,2B,28,109,1,4.39,27.0
Drury, Brandon,592273,135,SD,3B,29,192,,4.52,27.0
Stowers, Kyle,669065,110,BAL,LF,24,29,,4.55,27.0
García, Luis,671277,120,WSH,SS,22,153,,4.28,27.0
Larnach, Trevor,663616,142,MIN,LF,25,59,,4.48,27.0
Ortega, Rafael,542364,112,CHC,CF,31,98,,4.53,27.0
Espinal, Santiago,669289,141,TOR,2B,27,197,,4.38,27.0
Heyward, Jason,518792,112,CHC,CF,32,56,,4.43,27.0
Contreras, William,661388,144,ATL,C,24,126,,4.51,27.0
Yastrzemski, Mike,573262,137,SF,CF,31,138,,4.41,27.0
Schoop, Jonathan,570731,116,DET,2B,30,183,,4.61,27.0
Dickerson, Corey,572816,138,STL,LF,33,126,,4.35,27.0
Trammell, Taylor,666211,136,SEA,RF,24,29,,4.33,27.0
Marte, Ketel,606466,109,ARI,2B,28,193,1,4.46,27.0
Soler, Jorge,624585,146,MIA,LF,30,80,,4.66,26.9
Beckham, Tim,542921,142,MIN,DH,32,10,,,26.9
Rivera, Emmanuel,656896,109,ARI,3B,26,134,,4.68,26.9
Bride, Jonah,681146,133,OAK,2B,26,65,,4.52,26.9
Torres, Gleyber,650402,147,NYY,2B,25,152,,4.51,26.9
Hernández, Enrique,571771,111,BOS,CF,30,131,,4.57,26.9
Herrera, Odúbel,546318,143,PHI,CF,30,74,1,4.28,26.9
Freeman, Freddie,518692,119,LAD,1B,32,253,,4.48,26.9
Haniger, Mitch,571745,136,SEA,RF,31,63,,4.60,26.9
Jung, Josh,673962,140,TEX,3B,24,29,,4.57,26.9
Mejía, Francisco,642336,139,TB,C,26,91,,4.42,26.9
Bemboom, Anthony,621532,110,BAL,C,32,18,,4.52,26.9
Montero, Elehuris,660707,115,COL,3B,23,59,,4.66,26.9
Crawford, J.P.,641487,136,SEA,SS,27,230,,4.45,26.8
Gorman, Nolan,669357,138,STL,2B,22,57,,4.38,26.9
Pinto, René,650907,139,TB,C,25,20,,4.46,26.9
Arraez, Luis,650333,142,MIN,1B,25,221,,4.49,26.8
Yepez, Juan,660766,138,STL,LF,24,94,,4.66,26.8
Joe, Connor,656582,115,COL,LF,29,165,,4.57,26.8
Verdugo, Alex,657077,111,BOS,LF,26,240,,4.38,26.8
Duffy, Matt,622110,108,LAA,3B,31,89,,4.56,26.8
Raleigh, Cal,663728,136,SEA,C,25,89,,4.57,26.8
Beaty, Matt,607461,135,SD,RF,29,14,,,26.8
Gurriel, Yuli,493329,117,HOU,1B,38,217,,4.45,26.8
Frazier, Adam,624428,136,SEA,2B,30,221,,4.40,26.8
Villar, Jonathan,542340,108,LAA,2B,31,89,,4.42,26.8
Baty, Brett,683146,121,NYM,3B,22,13,,,26.8
Farmer, Kyle,571657,113,CIN,SS,31,209,,4.58,26.8
Hernandez, Yonny,660634,109,ARI,3B,24,16,,,26.8
Heineman, Tyler,623168,134,PIT,C,31,52,,4.45,26.7
MacKinnon, David,676950,133,OAK,1B,27,14,,,26.7
Trejo, Alan,676701,115,COL,SS,26,38,,4.70,26.7
Villar, David,681584,137,SF,3B,25,45,,4.59,26.7
Frazier, Jackson,640449,112,CHC,DH,27,17,,,26.7
Urías, Ramón,602104,110,BAL,3B,28,147,,4.66,26.7
Vosler, Jason,613564,137,SF,3B,28,35,,4.55,26.7
Simmons, Andrelton,592743,112,CHC,SS,32,39,,4.54,26.7
Bote, David,623520,112,CHC,3B,29,44,,4.50,26.7
Adams, Riley,656180,120,WSH,C,26,45,,4.62,26.7
Murphy, Tom,608596,136,SEA,C,31,11,,,26.7
Rodgers, Brendan,663898,115,COL,2B,25,233,,4.52,26.7
Barnes, Austin,605131,119,LAD,C,32,72,,4.66,26.7
Matijevic, J.J.,656695,117,HOU,DH,26,21,,4.35,26.7
Garlick, Kyle,664247,142,MIN,LF,30,46,,4.68,26.6
Guerrero Jr., Vladimir,665489,141,TOR,1B,23,279,,4.56,26.6
Maton, Nick,665155,143,PHI,2B,25,18,,,26.6
Sheets, Gavin,657757,145,CWS,RF,26,128,,4.52,26.6
Soto, Juan,665742,135,SD,RF,23,257,,4.39,26.6
Lopez, Alejo,664670,113,CIN,2B,26,61,,4.40,26.6
Profar, Jurickson,595777,135,SD,LF,29,227,,4.48,26.6
Walker, Christian,572233,109,ARI,1B,31,189,,4.64,26.6
Ozuna, Marcell,542303,144,ATL,DH,31,136,,4.67,26.6
Smith, Pavin,656976,109,ARI,RF,26,83,,4.57,26.5
Stephenson, Tyler,663886,113,CIN,C,25,56,,4.64,26.5
Bregman, Alex,608324,117,HOU,3B,28,191,,4.61,26.5
Tucker, Kyle,663656,117,HOU,RF,25,154,,4.51,26.5
Robinson, Chuckie,642020,113,CIN,C,27,26,,4.61,26.5
Knapp, Andrew,595284,137,SF,C,30,12,,,26.5
Adrianza, Ehire,501303,144,ATL,3B,32,38,,4.37,26.5
Davis, J.D.,605204,137,SF,DH,29,96,,4.71,26.5
Arcia, Orlando,606115,144,ATL,2B,27,77,,4.70,26.5
Serven, Brian,661531,115,COL,C,27,67,,4.52,26.5
Nola, Austin,543592,135,SD,C,32,160,,4.74,26.4
Santander, Anthony,623993,110,BAL,RF,27,149,,4.67,26.4
Proctor, Ford,665154,137,SF,2B,25,10,,,26.4
Alvarez, Yordan,670541,117,HOU,DH,25,159,,4.53,26.4
Urías, Luis,649966,158,MIL,3B,25,140,,4.63,26.4
Rojas, Jose,670351,108,LAA,3B,29,12,,,26.4
Neuse, Sheldon,641914,133,OAK,3B,27,119,,4.63,26.4
Rojas, Miguel,500743,146,MIA,SS,33,206,,4.61,26.4
LeMahieu, DJ,518934,147,NYY,3B,33,218,,4.70,26.4
Higgins, P.J.,664731,112,CHC,C,29,80,,4.51,26.4
Schwarber, Kyle,656941,143,PHI,LF,29,143,,4.51,26.4
Stefanic, Michael,683021,108,LAA,2B,26,28,,4.59,26.4
Garver, Mitch,641598,140,TEX,DH,31,50,,4.68,26.3
Machado, Manny,592518,135,SD,3B,29,196,,4.71,26.3
Olson, Matt,621566,144,ATL,1B,28,201,,4.65,26.3
Mazara, Nomar,608577,135,SD,RF,27,57,,4.57,26.3
Gonzalez, Marwin,503556,147,NYY,SS,33,50,,4.55,26.3
Groshans, Jordan,677954,146,MIA,3B,22,22,,4.58,26.3
Gomes, Yan,543228,112,CHC,C,34,107,,4.72,26.3
Hall, Darick,669742,143,PHI,DH,26,35,,4.75,26.3
Castro, Jason,488771,117,HOU,C,35,16,,4.54,26.3
Smith, Dominic,642086,121,NYM,1B,27,52,,4.52,26.3
Campusano, Luis,669134,135,SD,C,23,17,,4.79,26.2
Goldschmidt, Paul,502671,138,STL,1B,34,209,,4.61,26.2
Cooper, Garrett,643265,146,MIA,1B,31,150,,4.66,26.2
Henry, Payton,668721,146,MIA,C,25,13,,4.73,26.2
Rivas, Alfonso,663845,112,CHC,1B,25,86,,4.63,26.2
Miranda, Jose,669304,142,MIN,1B,24,159,,4.61,26.2
Castro, Harold,605612,116,DET,1B,28,159,,4.50,26.2
Rendon, Anthony,543685,108,LAA,3B,32,51,,4.69,26.2
Bell, Josh,605137,135,SD,1B,29,247,,4.62,26.2
Vaughn, Andrew,683734,145,CWS,LF,24,215,,4.71,26.2
Paredes, Isaac,670623,139,TB,3B,23,118,,4.75,26.2
Kemp, Tony,643393,133,OAK,2B,30,198,,4.46,26.2
Diaz, Jordan,672478,133,OAK,2B,21,35,,4.78,26.2
Seager, Corey,608369,140,TEX,SS,28,195,,4.67,26.1
d'Arnaud, Travis,518595,144,ATL,C,33,170,,4.69,26.1
Martinez, J.D.,502110,111,BOS,DH,34,188,,4.68,26.1
Mitchell, Cal,668751,134,PIT,RF,23,87,,4.71,26.1
VanMeter, Josh,642165,134,PIT,2B,27,46,,4.62,26.1
Fletcher, David,664058,108,LAA,2B,28,82,,4.48,26.1
Murphy, Sean,669221,133,OAK,C,27,207,,4.62,26.1
Almonte, Abraham,501659,111,BOS,CF,33,12,,,26.1
Delay, Jason,641511,134,PIT,C,27,47,,4.74,26.1
McCann, James,543510,121,NYM,C,32,48,,4.76,26.1
Carpenter, Matt,572761,147,NYY,DH,36,33,,4.54,26.1
Lamb, Jake,571875,136,SEA,DH,31,28,,,26.1
Díaz, Elias,553869,115,COL,C,31,126,,4.64,26.1
Andrus, Elvis,462101,145,CWS,SS,33,220,,4.60,26.0
Jeffers, Ryan,680777,142,MIN,C,25,61,,4.73,26.0
Heim, Jonah,641680,140,TEX,C,27,131,,4.79,26.0
Wong, Kolten,543939,158,MIL,2B,31,168,,4.45,26.0
Garcia, Aramis,605244,113,CIN,C,29,23,,4.69,26.0
Tsutsugo, Yoshi,660294,134,PIT,1B,30,60,,4.47,26.0
Araúz, Jonathan,660620,110,BAL,3B,23,13,,,26.0
Mendick, Danny,664901,145,CWS,SS,28,36,1,4.64,26.0
Torrens, Luis,620443,136,SEA,C,26,42,,4.79,26.0
McGuire, Reese,624512,111,BOS,C,27,83,,4.51,26.0
Pederson, Joc,592626,137,SF,LF,30,101,,4.44,26.0
Abreu, José,547989,145,CWS,1B,35,233,,4.65,26.0
Wade Jr., LaMonte,664774,137,SF,RF,28,63,,4.67,26.0
Reyes, Franmil,614177,112,CHC,DH,26,139,,4.80,26.0
Alberto, Hanser,593643,119,LAD,2B,29,69,,4.53,26.0
Hoskins, Rhys,656555,143,PHI,1B,29,177,,4.73,25.9
Mercedes, Yermín,606213,137,SF,DH,29,20,,,25.9
Pinder, Chad,640461,133,OAK,LF,30,134,,4.70,25.9
Calhoun, Willie,641432,137,SF,DH,27,18,,,25.9
Higashioka, Kyle,543309,147,NYY,C,32,61,,4.72,25.9
Guillorme, Luis,641645,121,NYM,2B,27,145,,4.52,25.9
Walsh, Jared,665120,108,LAA,1B,28,137,,4.55,25.9
Zavala, Seby,664874,145,CWS,C,28,46,,4.72,25.8
Meneses, Joey,608841,120,WSH,1B,30,90,,4.71,25.8
Hosmer, Eric,543333,111,BOS,1B,32,174,,4.57,25.8
Solano, Donovan,456781,113,CIN,1B,34,102,,4.62,25.8
Dickerson, Alex,543105,144,ATL,DH,32,12,,,25.8
Knizner, Andrew,668800,138,STL,C,27,101,,4.69,25.8
McMahon, Ryan,641857,115,COL,3B,27,171,,4.61,25.8
Urshela, Gio,570482,142,MIN,3B,30,185,,4.54,25.8
Suárez, Eugenio,553993,136,SEA,3B,30,144,,4.82,25.7
Santana, Carlos,467793,136,SEA,1B,36,140,,4.68,25.7
Vogt, Stephen,519390,133,OAK,DH,37,44,,4.57,25.7
Aranda, Jonathan,666018,139,TB,2B,24,32,,4.57,25.7
Jiménez, Eloy,650391,145,CWS,DH,25,114,,4.62,25.7
Ruf, Darin,573131,121,NYM,1B,35,100,,4.78,25.7
Donaldson, Josh,518626,147,NYY,3B,36,158,,4.58,25.7
Kelly, Carson,608348,109,ARI,C,27,115,,4.82,25.6
Pasquantino, Vinnie,686469,118,KC,1B,24,91,,4.73,25.6
Stassi, Max,545358,108,LAA,C,31,117,,4.86,25.6
Alonso, Pete,624413,121,NYM,1B,27,183,,4.67,25.6
Nevin, Tyler,663527,110,BAL,3B,25,46,,4.75,25.6
Mancini, Trey,641820,117,HOU,DH,30,167,,4.77,25.6
Hernandez, Yadiel,628450,120,WSH,LF,34,114,,4.62,25.6
Schwindel, Frank,643524,112,CHC,1B,30,97,,4.67,25.5
Nido, Tomás,621512,121,NYM,C,28,108,,4.82,25.6
Rizzo, Anthony,519203,147,NYY,1B,32,143,,4.66,25.5
Machín, Vimael,605353,133,OAK,3B,28,91,,4.71,25.5
Vázquez, Christian,543877,117,HOU,C,31,166,,4.66,25.5
Maile, Luke,571912,114,CLE,C,31,59,,4.74,25.5
Devers, Rafael,646240,111,BOS,3B,25,193,,4.57,25.5
Cruz, Nelson,443558,120,WSH,DH,41,175,,4.81,25.5
Franco, Maikel,596748,120,WSH,3B,29,135,,4.88,25.5
Arenado, Nolan,571448,138,STL,3B,31,170,,4.73,25.5
Zunino, Mike,572287,139,TB,C,31,18,,,25.5
Winker, Jesse,608385,136,SEA,LF,28,124,,4.67,25.4
Viloria, Meibrys,650619,140,TEX,C,25,20,,,25.4
Ríos, Edwin,621458,119,LAD,DH,28,22,,4.62,25.3
Crawford, Brandon,543063,137,SF,SS,35,156,,4.54,25.3
Ruiz, Keibert,660688,120,WSH,C,23,141,,4.77,25.3
Calhoun, Kole,594777,140,TEX,RF,34,95,,4.66,25.3
Perez, Salvador,521692,118,KC,C,32,121,,4.78,25.3
Naylor, Josh,647304,114,CLE,1B,25,187,,4.63,25.3
Votto, Joey,458015,113,CIN,1B,38,102,,4.75,25.3
Burleson, Alec,676475,138,STL,RF,23,17,,4.56,25.3
Herrera, Jose,645444,109,ARI,C,25,52,,4.64,25.3
Longoria, Evan,446334,137,SF,3B,36,75,,4.71,25.3
Brantley, Michael,488726,117,HOU,DH,35,85,,4.72,25.2
Flores, Wilmer,527038,137,SF,2B,30,169,,4.71,25.2
Cron, C.J.,543068,115,COL,1B,32,176,,4.84,25.2
Sánchez, Gary,596142,142,MIN,C,29,122,,4.72,25.1
Trevino, Jose,624431,147,NYY,C,29,120,,4.69,25.0
Quiroz, Esteban,606019,112,CHC,2B,30,14,,,25.0
Piscotty, Stephen,572039,133,OAK,RF,31,35,,4.69,25.0
Rivero, Sebastian,665861,118,KC,C,23,11,,,25.0
Moustakas, Mike,519058,113,CIN,DH,33,64,,4.77,25.0
Lowrie, Jed,476704,133,OAK,DH,38,46,,4.92,25.0
Choi, Ji-Man,596847,139,TB,1B,31,111,,4.57,25.0
Turner, Justin,457759,119,LAD,3B,37,158,,4.87,25.0
Caratini, Victor,605170,158,MIL,C,28,95,,4.85,24.9
Casas, Triston,671213,111,BOS,1B,22,27,,4.63,24.9
Wynns, Austin,642851,137,SF,C,31,64,,4.87,24.9
Gallagher, Cam,595956,118,KC,C,29,12,,,24.9
La Stella, Tommy,600303,137,SF,DH,33,71,,4.67,24.9
Camargo, Johan,622666,143,PHI,SS,28,50,,4.72,24.8
Plawecki, Kevin,608700,140,TEX,C,31,61,,4.91,24.8
Romine, Austin,519222,113,CIN,C,33,45,,4.85,24.8
Pérez, Roberto,547379,134,PIT,C,33,17,,,24.8
Papierski, Michael,657709,113,CIN,C,26,33,,4.84,24.8
Voit, Luke,572228,120,WSH,DH,31,118,,4.96,24.7
France, Ty,664034,136,SEA,1B,27,220,,4.88,24.7
Beer, Seth,666179,109,ARI,DH,25,41,,4.82,24.7
Díaz, Lewin,650331,146,MIA,1B,25,39,,4.76,24.6
Casali, Curt,592200,136,SEA,C,33,34,,4.99,24.6
Hedges, Austin,595978,114,CLE,C,29,91,,4.94,24.5
Stanton, Giancarlo,519317,147,NYY,DH,32,117,,5.04,24.5
Astudillo, Willians,553902,146,MIA,2B,30,22,,4.76,24.4
Perez, Michael,605421,121,NYM,C,29,28,,4.93,24.4
Thaiss, Matt,642136,108,LAA,C,27,23,,4.88,24.4
Belt, Brandon,474832,137,SF,1B,34,57,,4.80,24.3
Canó, Robinson,429664,144,ATL,2B,39,37,,4.74,24.3
Suzuki, Kurt,435559,108,LAA,C,38,39,,5.01,24.2
Collins, Zack,641470,134,PIT,DH,27,20,,,24.2
Wallach, Chad,595453,108,LAA,C,30,11,,,24.2
Ford, Mike,645801,108,LAA,1B,29,29,,4.79,24.2
Barrera, Tres,668663,120,WSH,C,27,19,,,24.1
Kirk, Alejandro,672386,141,TOR,C,23,191,,4.89,24.1
Mazeika, Patrick,664850,121,NYM,C,28,27,,4.71,24.1
Narváez, Omar,553882,158,MIL,C,30,71,,4.99,24.1
Lewis, Kyle,641786,136,SEA,DH,26,13,,4.97,24.1
Moran, Colin,592567,113,CIN,1B,29,36,,4.88,24.0
Vogelbach, Daniel,596129,121,NYM,DH,29,107,,4.90,23.9
Tellez, Rowdy,642133,158,MIL,1B,27,147,,4.83,23.9
Aguilar, Jesús,542583,110,BAL,1B,32,120,,5.01,23.9
Barnhart, Tucker,571466,116,DET,C,31,101,,4.88,23.8
Stallings, Jacob,607732,146,MIA,C,32,116,,5.04,23.7
Chirinos, Robinson,455139,110,BAL,C,38,47,,5.11,23.7
León, Sandy,506702,142,MIN,C,33,17,,,23.6
Cabrera, Miguel,408234,116,DET,DH,39,149,,5.13,23.1
Pujols, Albert,405395,138,STL,DH,42,94,,5.08,22.6
Maldonado, Martín,455117,117,HOU,C,35,89,,5.07,22.4
Grandal, Yasmani,518735,145,CWS,C,33,94,,5.26,22.0
Molina, Yadier,425877,138,STL,C,39,80,,5.07,21.8