last_name, first_name,player_id,year,p_k_percent,p_bb_percent,p_win,p_loss,groundballs_percent,flyballs_percent,ff_avg_spin,n_fastball_formatted,fastball_avg_spin,fastball_avg_break_x,n_breaking_formatted,breaking_avg_spin,
Valdez, Framber,664285,2022,23.5,8.1,17,6,67.4,10.6,2192,62.9,2279,11,28,2848,
Moreta, Dauri,664294,2022,24.4,8.1,0,2,32.7,27.9,2250,55.5,2266,-9.9,24,1996,
Javier, Cristian,664299,2022,33.2,8.9,11,9,27,38.7,2354,59.9,2354,-7.3,36,2682,
Yajure, Miguel,664337,2022,13.4,13.4,1,1,43.5,24.7,2325,44.6,2303,-7.3,36.1,2514,
Urquidy, Jose,664353,2022,19.7,5.6,13,8,36.7,30.9,2201,57.6,2227,-6.7,27.6,2626,
Diaz, Alexis,664747,2022,32.5,12.9,7,3,31.3,36.6,2656,64.7,2656,-6.6,35.3,2750,
Cousins, Jake,664776,2022,35.6,13.6,2,1,50,39.3,,43.1,2260,-16.1,56.2,2624,
Young, Danny,664849,2022,18.8,6.3,0,0,50,16.7,,41.3,2247,18.9,56.3,2591,
Helsley, Ryan,664854,2022,39.3,8.4,9,1,34.4,32,2643,57,2643,-2.8,42.4,2480,
Dowdy, Kyle,664871,2022,11.1,11.1,0,0,50,35,,,,,,,
Lawrence, Justin,664875,2022,25.1,11.5,3,1,51.7,20.8,,55.3,2281,-16.5,44.7,2797,
Naile, James,664942,2022,13.5,5.4,0,0,50,23.3,1624,66.7,1760,-10.4,25.4,2671,
Vieaux, Cam,664944,2022,31.3,10.4,0,0,30.8,26.9,2256,45.2,2256,10.7,37,2624,
Misiewicz, Anthony,664948,2022,22.3,8.3,1,2,39.3,32.1,2122,65.6,2289,3.6,34.4,2851,
Kelley, Trevor,665001,2022,21.5,8.4,1,0,35.6,30.1,,64.1,2221,-17.5,29.6,2535,
Clemens, Kody,665019,2022,3.0,3.0,0,0,35.5,19.4,,,,,,,
Kremer, Dean,665152,2022,17.0,6.6,8,7,40.3,27.8,2233,72.3,2327,-3.9,12.3,2697,
Garcia, Rony,665621,2022,23.3,6.3,3,3,31.2,37.6,2335,57.4,2317,-12,31.7,2343,
Peguero, Elvis,665625,2022,15.6,6.5,0,0,51.7,21.7,,37.3,1987,-15.9,62.7,2525,
Castro, Kervin,665645,2022,19.3,12.3,0,1,41,23.1,2369,75.3,2372,4,24.7,2141,
Sanmartin, Reiver,665665,2022,18.4,11.3,4,4,55,21.7,2217,40.4,2220,15.7,26.7,2433,
Cabrera, Edward,665795,2022,25.8,11.3,6,4,47.1,27.6,2289,31.3,2278,-11.8,36,2428,
Assad, Javier,665871,2022,18.1,12.0,2,2,41.4,23.3,2211,79.4,2104,-6.2,13.9,2337,
Marte, Jose,665896,2022,25.9,31.0,0,0,16,36,2355,98.9,2390,-3,0.8,2681,
Anderson, Ian,666120,2022,19.7,11.0,10,6,48.4,22.9,1937,48,1938,-5.9,18.7,1874,
Garrett, Braxton,666129,2022,24.1,6.4,3,7,47.8,22.1,2315,47.6,2208,12.7,42.6,2298,
Ragans, Cole,666142,2022,15.5,9.2,0,3,37.4,19.8,2400,60.9,2405,8.1,6.2,2220,
Lodolo, Nick,666157,2022,29.7,8.8,4,7,45.6,21.8,2338,59,2326,17.6,30.6,2733,
Manning, Matt,666159,2022,18.3,7.2,2,3,41,28.7,2055,59,2039,-3.8,33.4,2209,
Thompson, Mason,666168,2022,14.9,8.9,1,1,52.6,19.7,2252,74.7,2252,-16.4,23.9,2207,
Luzardo, Jesus,666200,2022,30.0,8.8,4,7,41.2,24.7,2207,47.3,2181,14.9,30.1,2325,
Manoah, Alek,666201,2022,22.9,6.5,16,7,38.4,27.1,2369,61.7,2295,-9.4,27.1,2216,
Jimenez, Dany,666204,2022,23.4,12.4,3,4,43,29,2216,38.4,2216,-3.3,61.6,2360,
Muller, Kyle,666205,2022,20.3,13.6,1,1,43.6,12.8,2384,46.8,2384,5.3,43.3,2229,
Wentz, Joey,666214,2022,20.0,9.6,2,2,40.4,29.8,2273,77.1,2279,8,9.4,2291,
Brash, Matt,666374,2022,27.9,14.9,4,4,52,16.8,2233,35.9,2233,-11.5,63.2,2920,
Castillo, Max,666721,2022,21.8,8.8,0,2,48.3,24.1,2193,48.1,2193,-13,18.8,2377,
Doval, Camilo,666808,2022,28.0,10.5,6,6,57.8,16.2,,56.4,2504,-7.9,43.6,2580,
Frias, Luis,666818,2022,15.6,18.9,1,1,41.4,25.9,2231,62.4,2231,-3.7,32.6,2029,
Cano, Yennier,666974,2022,21.6,16.5,1,1,50.8,15.3,2272,42.6,2232,-18.1,27.2,2475,
Nance, Tommy,667297,2022,29.1,10.7,2,3,47.4,22.8,2341,42.3,2331,-13.7,57.7,2811,
Sanchez, Miguel,667376,2022,15.5,13.8,1,1,58.5,14.6,2142,38.9,2142,-6.9,9,2220,
Jackson, Zach,667427,2022,33.2,16.3,2,3,30,34,2121,54.3,2122,-4.9,44.6,2461,
King, John,667463,2022,13.5,6.3,1,4,64.4,13.6,,60.5,2117,13.4,14.8,2660,
Fletcher, Aaron,667465,2022,11.5,7.7,0,1,43.6,33.3,,49.1,2282,18.2,23.1,1809,
Dugger, Robert,667498,2022,26.4,9.7,0,1,28.3,26.1,2120,43.3,2088,-10.9,38,2267,
Miller, Tyson,668338,2022,14.3,14.3,1,2,44.7,15.8,2096,59.2,2085,-5.4,35.1,2428,
Nogosek, Stephen,668665,2022,22.1,7.4,1,1,34.8,33.3,2279,72.7,2263,0.6,18.3,2390,
Plesac, Zach,668676,2022,17.6,6.7,3,12,40.7,26.8,2151,42.9,2150,-7.4,34.7,2142,
Gallen, Zac,668678,2022,26.9,6.6,12,4,46.7,24.2,2420,62.9,2421,-1.3,22.8,2515,
Tully, Tanner,668684,2022,6.7,20.0,0,0,36.4,22.7,1932,59.5,1932,3.6,30.2,2397,
Thompson, Zack,668868,2022,19.9,10.3,1,1,54.7,22.1,2002,60.3,2013,7,31.3,2811,
Kilian, Caleb,668873,2022,16.1,21.4,0,2,50,32.4,2175,90.2,2092,-6,9.8,2382,
Greene, Hunter,668881,2022,30.9,9.0,5,13,30.7,36.2,2367,53.8,2367,-11.7,40.9,2363,
Ashcraft, Graham,668933,2022,15.3,6.5,5,6,54.6,18.9,,72.2,2326,-2.5,27.1,2707,
Romero, JoJo,668941,2022,25.4,14.9,0,0,62.5,20,2220,49.1,2173,13.2,21.4,2655,
McCarty, Kirk,668948,2022,16.4,8.2,4,3,39.5,29.4,2311,78.7,2365,2,13.6,2649,
Hollowell, Gavin,668970,2022,25.0,12.5,0,2,25,40,2591,58,2530,-10,39.9,2330,
Gore, MacKenzie,669022,2022,23.3,12.0,4,4,38.3,25.5,2237,60.9,2237,5.2,33.8,2136,
Wilson, Bryse,669060,2022,15.5,6.3,3,9,44.8,25.5,2034,56.5,1990,-12.9,28.7,2226,
Hall, DL,669084,2022,29.7,9.4,1,1,46.2,15.4,2248,52,2248,6.6,27.5,2478,
Estrada, Jeremiah,669093,2022,32.0,12.0,0,0,28.6,28.6,2267,75.2,2267,-2.8,23.1,2366,
Zimmermann, Bruce,669145,2022,15.3,3.8,2,5,40.1,27.6,2335,39.1,2329,9.6,31.6,2421,
May, Dustin,669160,2022,22.8,11.0,2,3,51.9,19,2356,73.2,2376,-10.2,21.1,3267,
Heasley, Jonathan,669169,2022,15.1,10.1,4,10,37.1,28.9,2322,49.1,2322,-8.5,29.6,2473,
Nelson, Ryne,669194,2022,23.2,8.7,1,1,25.5,44.7,2199,69.6,2199,-3.6,24.1,2472,
Burnes, Corbin,669203,2022,30.5,6.4,12,8,47.6,24.3,2578,62.6,2611,2.6,27.6,2774,
Akin, Keegan,669211,2022,23.4,6.1,3,3,50,21.7,2256,52,2256,10.7,29.9,2166,
Morgan, Eli,669212,2022,28.1,5.1,5,3,30.8,33.1,2268,55.3,2268,-10.8,16.9,2271,
Kuhnel, Joel,669270,2022,22.0,5.5,2,3,54.4,23.3,2231,54.5,2233,-11.8,30,2365,
Lee, Dylan,669276,2022,29.4,5.0,5,1,37.1,31.1,2260,45.5,2260,7,47.7,2080,
Gilbert, Logan,669302,2022,22.7,6.4,13,6,37.8,26.4,2135,55.3,2131,-6.6,36.7,2231,
Wells, Tyler,669330,2022,18.0,6.6,7,7,37.5,28.7,2459,41.6,2459,-5.8,40,2568,
Baz, Shane,669358,2022,25.6,7.7,1,2,44.2,18.2,2429,40.1,2429,-8.9,51.6,2598,
Skubal, Tarik,669373,2022,24.5,6.7,7,8,47.1,24.8,2157,47.8,2111,11.3,37.4,2138,
Coleman, Dylan,669395,2022,24.6,12.8,5,2,42.3,22.9,2447,57.5,2448,-4.9,42.5,2468,
Lambert, Jimmy,669424,2022,22.1,11.8,1,2,36.6,30.6,2220,44.6,2220,-7.7,41.2,2586,
Rogers, Trevor,669432,2022,22.2,9.4,4,11,43,26.2,2423,52.9,2423,12.6,17.8,2040,
Bieber, Shane,669456,2022,25.0,4.6,13,8,48.8,20.9,2206,51,2302,-5.1,46.6,2391,
Nelson, Kyle,669459,2022,19.9,9.3,2,1,41.3,30.8,2147,36.3,2147,3.9,63.7,2572,
Liberatore, Matthew,669461,2022,17.4,11.2,2,2,39.5,26.3,2116,54.6,2087,9.2,34.2,2684,
Pallante, Andre,669467,2022,16.0,8.8,6,5,65,12.5,2221,63.5,2205,-4.9,36.4,2566,
Barlow, Joe,669618,2022,19.2,8.9,3,1,36.6,32.7,2331,31,2332,-6.8,69,2306,
Bender, Anthony,669622,2022,21.8,10.3,1,3,53.8,15.4,2236,61.3,2231,-17,33.2,2489,
Long, Sam,669674,2022,18.2,7.7,1,3,39.8,33.1,2205,44,2204,7.7,26.8,2520,
Weissert, Greg,669711,2022,22.9,10.4,3,0,40,30,2254,53.2,2121,-15.1,36.6,2859,
Wesneski, Hayden,669713,2022,25.0,5.3,3,2,47.2,29.2,2148,60.4,2158,-8.1,31.9,2566,
De Jesus, Angel,669804,2022,13.0,7.4,0,0,36.6,34.1,,55.2,2218,-12.8,41.1,2344,
Blanco, Ronel,669854,2022,21.9,12.5,0,0,25,40,2280,45.8,2280,-5,46.7,2239,
Snead, Kirby,669912,2022,16.7,10.5,1,1,43.7,27.8,2497,55.5,2425,17.6,37.4,2788,
Alexander, Jason,669920,2022,14.3,8.7,2,3,52.3,21.4,2191,61.1,2072,-16.2,23.2,2512,
Kirby, George,669923,2022,24.5,4.1,8,5,46.3,25.7,2179,69.8,2184,-7.9,22.2,2181,
Alexy, A.J.,669935,2022,15.8,23.7,1,1,52.2,8.7,2139,55.9,2139,-6.8,35.5,2436,
White, Mitch,669952,2022,17.7,8.0,1,7,43.2,21.9,2277,51.7,2264,-5.2,44.4,2435,
Festa, Matthew,670036,2022,29.2,8.2,2,0,41.5,32.6,2332,43.5,2330,-4.8,56.5,2567,
Rosenberg, Kenny,670046,2022,17.0,12.8,0,0,27.3,33.3,2082,45.6,2082,10.1,21.2,2244,
Holderman, Colin,670059,2022,20.3,11.9,5,0,47.4,21.1,2225,58.1,2209,-12.7,40.7,2455,
Mills, Wyatt,670090,2022,20.3,10.2,0,1,44,32.1,2012,62.2,1950,-14.3,37.8,2353,
Oller, Adam,670124,2022,13.6,11.6,2,8,33.7,36.1,2209,67.9,2185,-8.1,19.6,1925,
Schreiber, John,670167,2022,28.8,7.4,4,4,58.1,20.6,2237,54.8,2212,-12.7,37.7,2614,
Winckowski, Josh,670174,2022,13.9,8.5,5,7,52.7,18.9,2201,61.6,2085,-9.1,28.6,2331,
Bednar, David,670280,2022,32.9,7.6,3,4,33.9,26.6,2298,53.7,2298,-10.2,29.5,2436,
Fishman, Jake,670288,2022,12.5,0.0,0,0,51.3,10.3,,60.2,1973,17.6,39.8,2316,
Garcia, Rico,670329,2022,5.7,8.6,0,0,30,33.3,2379,61.8,2379,-5.9,16.2,2354,
Diehl, Phillip,670426,2022,10.7,10.7,0,0,22.7,50,2343,51.7,2343,8.9,46.7,2496,
Gonzalez, Luis,670768,2022,0.0,3.3,0,0,58.6,17.2,,,,,,,
Gillaspie, Logan,670810,2022,13.5,4.1,1,0,37.3,22,2151,48.1,2151,-8.9,30.2,2300,
Oviedo, Johan,670912,2022,22.3,9.5,4,3,50.6,24.7,2275,43.5,2275,-8.7,51,2559,
Richards, Trevor,670950,2022,29.2,12.5,3,2,35,29.4,2222,44,2222,-7.4,18.4,2116,
Uceta, Edwin,670955,2022,17.8,9.6,0,0,44.2,34.6,2431,55.1,2345,-11.8,17.8,2574,
Morejon, Adrian,670970,2022,19.9,6.4,5,1,34,36.9,2498,69.1,2498,6.8,26.7,2597,
Ramirez, Yohan,670990,2022,19.2,12.0,4,1,49.5,15.6,2235,67.7,2234,-16.3,32.3,2375,
Foley, Jason,671345,2022,16.8,4.3,1,0,57.5,21,2185,69.6,2053,-16.7,23.5,2224,
Bolanos, Ronald,671790,2022,13.8,13.8,0,0,50,25,2196,54.5,2198,-9,40.7,2453,
Detmers, Reid,672282,2022,22.6,8.5,7,6,36.6,26.4,2102,45,2103,10.2,43.7,2283,
Perez, Cionel,672335,2022,23.5,9.0,7,1,51.6,19.7,2194,60.6,2211,8.6,39.4,2614,
Ort, Kaleb,672391,2022,20.1,11.2,1,2,33.3,27.8,2176,59.9,2177,-9.4,33.3,2378,
Hernandez, Carlos,672578,2022,13.2,11.7,0,5,37.7,27.6,2365,50,2365,-8.2,39.7,2172,
Zerpa, Angel,672582,2022,6.8,6.8,2,1,52.6,21.1,2111,59.1,2099,9.6,25.8,2501,
Contreras, Roansy,672710,2022,21.1,9.6,5,5,36.3,28.1,2389,48.6,2389,-7.4,48.6,2558,
Patino, Luis,672715,2022,11.2,13.3,1,2,38.4,35.6,2247,57.2,2221,-7.3,29.9,2388,
Adon, Joan,672851,2022,17.7,12.6,1,12,48.6,24.3,2186,69.4,2184,-10.9,23.8,2257,
Cruz, Jesus,672911,2022,15.4,10.3,0,0,46.4,21.4,2167,58.3,2167,-6,41.7,2443,
Henry, Tommy,674072,2022,17.6,10.2,3,4,40,29.7,2184,55.8,2185,7.2,34.5,2276,
Plassmeyer, Michael,674681,2022,24.1,3.4,0,1,47.6,23.8,,,,,,,
Curry, Xzavion,675540,2022,6.4,12.8,0,1,32.4,35.1,2227,58.8,2227,-3.4,35.2,2449,
Grove, Michael,675627,2022,18.0,7.5,1,0,41.4,37.4,2182,51.1,2182,-6.7,48.9,2442,
Strider, Spencer,675911,2022,38.3,8.5,11,5,40.3,25.9,2343,67,2343,-5.1,28.2,2388,
Lowther, Zac,675912,2022,3.6,7.1,0,0,45.8,29.2,2230,52,2230,13.6,28,2178,
Karinchak, James,675916,2022,38.8,13.1,2,0,23.7,31.6,2349,59.7,2349,-1.9,40.3,2398,
Howard, Spencer,675921,2022,17.9,8.4,2,4,40.5,32.1,2144,85.5,2151,-2.3,11,1938,
Naughton, Packy,676050,2022,22.0,5.0,0,2,51,21.6,2079,53.7,2056,10,21,2350,
Junk, Janson,676083,2022,29.7,8.1,1,1,65.2,17.4,2377,43.4,2377,-1.6,53.5,2259,
Snider, Collin,676092,2022,14.6,9.9,4,2,50.9,20.5,2385,48.7,2428,-14.6,49.4,2676,
Jones, Damon,676103,2022,19.2,19.2,0,0,38.5,15.4,2234,62.9,2234,2.4,37.1,2709,
Tetreault, Jackson,676194,2022,9.4,10.4,2,2,40.3,27.3,2018,89.6,2009,-4.9,7.7,2119,
Abbott, Cory,676265,2022,20.8,11.6,0,5,29.1,43.3,2253,50.9,2253,-11.5,49.1,2204,
Whitlock, Garrett,676477,2022,26.4,4.8,4,2,40.8,25.8,2123,62.2,2150,-15.1,18,1928,
Faucher, Calvin,676534,2022,20.8,9.9,2,3,40.6,29,,41.3,2261,-10.3,58.7,2815,
Fleming, Josh,676596,2022,17.2,7.1,2,5,63.8,13.4,1779,70.1,1790,13.5,10.9,1846,
Sanders, Phoenix,676637,2022,21.1,5.3,0,0,42.9,28.6,2079,25.6,2079,-5.4,74.4,2157,
Sulser, Beau,676641,2022,19.2,9.1,0,0,47.1,21.4,2344,60,2343,-7.6,8.3,2495,
Solomon, Jared,676660,2022,23.1,12.8,0,0,29.2,45.8,,48.4,2258,-13,50.3,2356,
Sears, JP,676664,2022,17.7,8.0,6,3,41.5,28.8,2152,56.6,2152,12.1,26.3,2495,
Vest, Will,676684,2022,23.2,8.1,3,3,50.3,21.3,2079,56.2,2078,-9.3,33.2,2391,
Crawford, Kutter,676710,2022,23.1,8.7,3,6,31.4,30.5,2420,70,2421,-3.5,22.8,2312,
Hughes, Brandon,676714,2022,28.5,8.8,2,3,34,32.6,2313,53.2,2306,13.3,45.7,2372,
Romero, Tommy,676720,2022,15.9,20.5,1,1,25,39.3,1953,56,1953,-1,22.5,1994,
Marinaccio, Ron,676760,2022,30.9,13.3,1,0,41.5,30.9,2325,44.3,2325,-12.5,17.8,2354,
Whitley, Kodi,676831,2022,20.3,15.3,2,0,41.7,33.3,2241,49.3,2241,-8.3,16.5,1933,
Peacock, Matt,676840,2022,13.0,8.7,0,0,61.1,11.1,,58.4,1941,-18,37.6,2666,
Ashby, Aaron,676879,2022,26.5,9.9,2,10,57.4,19.6,2116,37.3,2093,14.8,42,2561,
Beasley, Jeremy,676886,2022,29.7,7.8,0,0,28.9,44.7,2440,61.3,2440,-9.2,28,2447,
Meyer, Max,676974,2022,23.1,7.7,0,1,44.4,22.2,,,,,,,
Nardi, Andrew,677053,2022,28.9,16.9,1,1,22.2,37.8,2304,63.4,2304,6.4,31.6,2321,
Kelly, Zack,677161,2022,18.6,6.8,1,0,45.5,31.8,2145,47.3,2145,-11.2,13.5,2549,
Garcia, Luis,677651,2022,24.4,7.3,15,8,37.4,30.6,2408,71.7,2385,-2.3,19,2553,
Bruihl, Justin,677865,2022,13.0,6.0,1,1,41,25.6,,80.1,2249,-0.2,19.9,2391,
Bello, Brayan,678394,2022,20.5,10.1,2,8,55.4,17.4,2202,53.9,2150,-14.5,22.5,2496,
Henriquez, Ronny,678692,2022,18.0,6.0,0,1,52.8,33.3,2423,24.3,2420,-8.6,46.4,2537,
Gray, Josiah,680686,2022,23.7,10.2,7,10,34,33.6,2216,42.9,2222,-10.5,54.3,2240,
Bradish, Kyle,680694,2022,21.8,9.0,4,7,45.9,25.9,2305,48.8,2292,0.1,42.6,2493,
Sandlin, Nick,680704,2022,22.8,13.3,5,2,56.3,19.6,2308,47.6,2220,-13.9,44.7,2617,
Winder, Josh,680739,2022,16.4,6.3,4,6,34.1,33.2,2023,40.4,2023,-8.3,45.4,2128,
Silseth, Chase,681217,2022,18.6,9.3,1,3,45.7,21.7,2349,46.3,2334,-8.3,26.3,2590,
Roberts, Ethan,681799,2022,23.7,15.8,0,1,36.4,22.7,2659,67.8,2597,2.3,32.2,3051,
Wantz, Andrew,681806,2022,25.5,10.3,2,1,30.2,35.7,2366,65.9,2416,-0.7,28.5,2430,
Warren, Austin,681810,2022,12.9,7.1,2,0,41.1,32.1,2385,53.8,2307,-12.2,41.7,2636,
Lee, Evan,681885,2022,16.3,16.3,0,1,42.9,28.6,2390,52.1,2390,5.5,41.8,2717,
Vesia, Alex,681911,2022,34.8,10.6,5,0,36.1,27.9,2326,63.1,2326,5,32.4,2415,
Hill, Garrett,682051,2022,15.2,11.0,3,3,35.3,26.3,2154,59.3,2147,-10.6,29.1,2566,
Murfee, Penn,682171,2022,27.9,6.6,4,0,33.5,35.8,2278,49,2244,-4.1,51,2645,
Ortiz, Luis,682847,2022,24.6,14.5,0,2,42.9,19,2363,57.8,2363,-14.1,37.1,2527,
Gaddis, Hunter,683769,2022,12.5,7.5,0,2,18.8,50,2150,76.6,2174,-3.5,6.4,2538,
Arihara, Kohei,685503,2022,13.0,10.2,1,3,51.2,20,2185,53.3,2104,-8.8,14.6,2124,
Waldichuk, Ken,686610,2022,22.6,6.8,2,2,36.4,30.3,2335,56.5,2335,10.5,29,2225,
Brown, Hunter,686613,2022,27.5,8.8,2,0,64.7,13.7,2262,53.1,2262,-7.5,44.7,2382,
Pepiot, Ryan,686752,2022,26.3,16.9,3,0,27.3,38.6,2409,56.2,2409,-9.9,18.2,2693,
Jameson, Drey,686753,2022,24.5,7.1,3,0,56.1,18.2,2234,62.3,2168,-11.2,29.3,2413,
Waites, Cole,686972,2022,16.0,16.0,0,0,41.2,35.3,2267,70.2,2267,-5.1,29.8,2231,
Varland, Louie,686973,2022,19.8,5.7,1,2,38.5,26.9,2206,66.2,2223,-6.3,19.2,2332,
Brieske, Beau,689225,2022,15.9,7.4,3,6,37.8,31.3,2375,53.3,2377,-8.1,24.6,2199,
Elder, Bryce,693821,2022,20.7,10.1,2,4,50,22.1,2104,61.2,2026,-10.6,26.9,2413,