last_name, first_name,player_id,year,b_total_pa,iz_contact_percent,in_zone_swing,
Wilkerson, Stevie,592859,2021,76,76.5,102,
Yelich, Christian,592885,2021,475,83.2,642,
Merrifield, Whit,593160,2021,720,85.9,924,
Bogaerts, Xander,593428,2021,603,84.4,731,
Rivas, Webster,593590,2021,77,88.2,85,
Alberto, Hanser,593643,2021,255,89.6,328,
Polanco, Jorge,593871,2021,644,87.5,854,
Sano, Miguel,593934,2021,532,74.1,663,
Difo, Wilmer,594694,2021,240,74.4,371,
Calhoun, Kole,594777,2021,182,75.1,285,
Duvall, Adam,594807,2021,555,80.7,705,
Eaton, Adam,594809,2021,288,82.4,370,
Gosselin, Phil,594838,2021,373,86.1,424,
Kiermaier, Kevin,595281,2021,390,76.3,536,
Knapp, Andrew,595284,2021,159,69.5,233,
Wallach, Chad,595453,2021,66,67.9,84,
Alfaro, Jorge,595751,2021,311,78.7,389,
Profar, Jurickson,595777,2021,412,86,563,
Baez, Javier,595879,2021,547,70.3,620,
Cave, Jake,595909,2021,178,78.3,249,
Evans, Phillip,595943,2021,247,85.9,284,
Gallagher, Cam,595956,2021,124,92.8,152,
Hedges, Austin,595978,2021,312,77.6,438,
Lindor, Francisco,596019,2021,524,82.2,707,
Nogowski Jr., John,596056,2021,143,90.9,209,
Odor, Rougned,596059,2021,361,77.2,473,
Slater, Austin,596103,2021,306,75.7,412,
Story, Trevor,596115,2021,595,82.1,837,
Vogelbach, Daniel,596129,2021,258,85.2,284,
Sanchez, Gary,596142,2021,440,76.8,573,
Kepler, Max,596146,2021,490,83.7,643,
Quinn, Roman,596451,2021,62,67.9,81,
Franco, Maikel,596748,2021,403,83.8,470,
Garcia, Robel,596825,2021,117,66,144,
Choi, Ji-Man,596847,2021,305,74.2,414,
Bradley Jr., Jackie,598265,2021,428,74.7,577,
La Stella, Tommy,600303,2021,242,89.5,313,
Severino, Pedro,600474,2021,419,81.2,570,
Nunez, Renato,600524,2021,55,84.3,70,
Candelario, Jeimer,600869,2021,626,84.6,818,
Daza, Yonathan,602074,2021,331,87.2,405,
Urias, Ramon,602104,2021,296,79.5,424,
Rondon, Jose,602922,2021,90,80.3,117,
Ahmed, Nick,605113,2021,473,81,600,
Anderson, Brian,605119,2021,264,79.3,372,
Barnes, Austin,605131,2021,225,77.9,303,
Bell, Josh,605137,2021,568,83.7,737,
Betts, Mookie,605141,2021,550,89.9,692,
Caratini, Victor,605170,2021,356,85.2,412,
Davis, J.D.,605204,2021,211,65.3,329,
Garcia, Aramis,605244,2021,94,82.3,124,
Musgrove, Joe,605397,2021,57,63.1,84,
Nola, Aaron,605400,2021,63,74.3,70,
Panik, Joe,605412,2021,257,87.1,349,
Perez, Michael,605421,2021,231,83.1,295,
Woodruff, Brandon,605540,2021,58,57.9,76,
Zimmer, Bradley,605548,2021,348,72.2,446,
Castro, Harold,605612,2021,339,81.8,411,
Arcia, Orlando,606115,2021,89,80.2,126,
Tapia, Raimel,606132,2021,533,90.7,690,
Aquino, Aristides,606157,2021,204,72.6,252,
Hernandez, Teoscar,606192,2021,595,79.4,815,
Mercedes, Yermin,606213,2021,262,83,347,
Peraza, Jose,606299,2021,154,89,173,
Marte, Ketel,606466,2021,374,89.1,475,
Greiner, Grayson,606988,2021,82,70.3,111,
Haase, Eric,606992,2021,381,73.1,510,
Nimmo, Brandon,607043,2021,386,81.1,549,
Peterson, Jace,607054,2021,302,81,389,
Turner, Trea,607208,2021,646,84.6,891,
Smith, Kevan,607345,2021,106,79.2,130,
Beaty, Matt,607461,2021,234,90.1,284,
Blandino, Alex,607468,2021,82,79.8,94,
Pillar, Kevin,607680,2021,347,85.4,444,
Stallings, Jacob,607732,2021,427,86.4,506,
Ramirez, Jose,608070,2021,636,91.1,805,
Bregman, Alex,608324,2021,400,91.8,526,
Fried, Max,608331,2021,67,70.4,98,
Gallo, Joey,608336,2021,616,68.6,791,
Kelly, Carson,608348,2021,359,82.3,452,
Seager, Corey,608369,2021,409,82.8,551,
Winker, Jesse,608385,2021,485,83.5,612,
Marquez, German,608566,2021,60,71.2,59,
Mazara, Nomar,608577,2021,181,80.8,239,
Murphy, Tom,608596,2021,325,75.6,426,
Jankowski, Travis,608671,2021,157,82.7,196,
Mayfield, Jack,608686,2021,290,83.9,384,
Plawecki, Kevin,608700,2021,173,88.8,214,
Refsnyder, Rob,608701,2021,157,79.1,206,
Mondesi, Adalberto,609275,2021,136,72.9,225,
Andujar, Miguel,609280,2021,162,89,218,
Vosler, Jason,613564,2021,82,75.6,119,
Cordero, Franchy,614173,2021,136,67.6,213,
Reyes, Franmil,614177,2021,466,73.8,627,
Torrens, Luis,620443,2021,378,78.3,512,
Robertson, Daniel,621002,2021,90,81,105,
Martin Jr., Richie,621006,2021,105,75,172,
Schrock, Max,621011,2021,134,90.1,182,
Swanson, Dansby,621020,2021,653,75.5,929,
Newman, Kevin,621028,2021,554,92.5,610,
Taylor, Chris,621035,2021,582,73.9,847,
Correa, Carlos,621043,2021,640,87.4,768,
Buehler, Walker,621111,2021,82,57.9,107,
Dahl, David,621311,2021,220,81.5,281,
Phillips, Brett,621433,2021,292,68.1,427,
Taylor, Tyrone,621438,2021,271,87.5,328,
Buxton, Byron,621439,2021,254,78.4,347,
Brinson, Lewis,621446,2021,290,78.9,355,
Bolt, Skye,621450,2021,60,81.4,70,
Duggar, Steven,621453,2021,297,80.3,360,
Rios, Edwin,621458,2021,60,71.6,81,
Stewart, DJ,621466,2021,318,76.5,476,
Ward, Taylor,621493,2021,237,82.3,305,
Mathisen, Wyatt,621500,2021,51,65.2,66,
Nido, Tomas,621512,2021,161,68.6,188,
Wisdom, Patrick,621550,2021,375,67.4,556,
Wendle, Joey,621563,2021,501,83.4,578,
Olson, Matt,621566,2021,673,81.6,965,
Jones, Taylor,622100,2021,108,77.1,153,
Duffy, Matt,622110,2021,322,91.9,407,
Walton, Donovan,622268,2021,69,80,90,
Castillo, Luis,622491,2021,59,67.1,76,
Margot, Manuel,622534,2021,464,85.4,618,
Reyes, Pablo,622569,2021,87,86.3,102,
Senzatela, Antonio,622608,2021,51,71.7,53,
Reyes, Victor,622682,2021,220,80,300,
Mateo, Jorge,622761,2021,209,76.7,279,
Velazquez, Andrew,623205,2021,68,71.8,103,
Bote, David,623520,2021,327,83.5,411,
Ramirez, Harold,623912,2021,361,86.2,448,
Santander, Anthony,623993,2021,438,81.5,621,
Alonso, Pete,624413,2021,637,83.4,752,
Arroyo, Christian,624414,2021,181,81.9,248,
Biggio, Cavan,624415,2021,294,82.7,365,
Conforto, Michael,624424,2021,479,81.8,638,
Frazier, Adam,624428,2021,639,92.3,822,
Trevino, Jose,624431,2021,302,86.9,329,
Gordon, Nick,624503,2021,216,79.3,304,
McGuire, Reese,624512,2021,217,85.6,284,
Nunez, Dom,624513,2021,263,76.1,327,
Soler, Jorge,624585,2021,602,81.4,783,
Sosa, Edmundo,624641,2021,326,80.3,431,
Heredia, Guillermo,628338,2021,347,82.4,489,
Hernandez, Yadiel,628450,2021,289,76.2,403,
Ibanez, Andy,628451,2021,272,87.1,341,
Urias, Julio,628711,2021,70,78.7,75,
Cronenworth, Jake,630105,2021,643,92.2,767,
Frazier, Jackson,640449,2021,218,77.5,285,
Meadows, Austin,640457,2021,591,83.5,790,
Mercado, Oscar,640458,2021,238,77.6,321,
Pinder, Chad,640461,2021,233,77.1,340,
Anderson, Tim,641313,2021,551,82.3,785,
Bauers, Jake,641343,2021,315,81.9,426,
Bellinger, Cody,641355,2021,350,75.1,506,
Calhoun, Willie,641432,2021,284,87.8,329,
Collins, Zack,641470,2021,231,75.2,326,
Crawford, J.P.,641487,2021,687,89.5,951,
Davis, Jonathan,641505,2021,103,82.4,119,
Dozier, Hunter,641531,2021,543,81.6,685,
Engel, Adam,641553,2021,140,84.5,187,
Fargas, Johneshwy,641561,2021,54,76.5,68,
Fraley, Jake,641584,2021,265,78.6,345,
Garver, Mitch,641598,2021,243,77.3,291,
Guillorme, Luis,641645,2021,156,89.1,193,
Hampson, Garrett,641658,2021,494,81.9,642,
Heim, Jonah,641680,2021,285,83.3,406,
Lewis, Kyle,641786,2021,147,70.3,219,
Locastro, Tim,641796,2021,156,79.9,179,
Mahle, Tyler,641816,2021,66,82.5,97,
Mancini III, Trey,641820,2021,616,78.2,753,
Martin, Jason,641829,2021,154,75.1,229,
McKinney, Billy,641856,2021,300,82.8,430,
McMahon, Ryan,641857,2021,596,78,873,
Neuse, Sheldon,641914,2021,66,63.5,96,
O'Neill, Tyler,641933,2021,537,74,734,
Sisco, Chance,642082,2021,83,70.8,120,
Smith, Dominic,642086,2021,493,81.1,634,
Tellez, Rowdy,642133,2021,325,85.8,387,
Valaika, Pat,642162,2021,281,80.4,409,
VanMeter, Josh,642165,2021,310,82,410,
Wade, Tyler,642180,2021,145,76.3,211,
White, Eli,642201,2021,220,76.2,324,
Williams, Justin,642211,2021,137,74.3,144,
Wong, Kean,642221,2021,66,87,77,
Mejia, Francisco,642336,2021,277,85.1,323,
Sierra, Magneuris,642423,2021,225,84.3,299,
Rosario, Amed,642708,2021,588,84.2,669,
Adames, Willy,642715,2021,555,75.6,765,
Gutierrez, Kelvin,642721,2021,295,78.8,354,
Alcantara, Sergio,642727,2021,255,76.3,354,
Estrada, Thairo,642731,2021,132,90.1,171,
Leyba, Domingo,642736,2021,96,83.9,112,
Wynns, Austin,642851,2021,139,90.1,161,
Benintendi, Andrew,643217,2021,538,80.4,772,
Cooper, Garrett,643265,2021,250,80.1,316,
Craig, Will,643269,2021,65,76.8,95,
Dubon, Mauricio,643289,2021,187,81.5,233,
Jansen, Danny,643376,2021,205,77.3,299,
Kemp, Tony,643393,2021,397,87.2,476,
Kiner-Falefa, Isiah,643396,2021,677,93,745,
Long Jr., Shed,643418,2021,121,79.9,164,
McNeil, Jeff,643446,2021,426,87.4,643,
Schwindel, Frank,643524,2021,259,87.1,309,
Tauchman, Mike,643565,2021,191,70.6,316,
Chang, Yu,644374,2021,251,84,343,
Alcantara, Sandy,645261,2021,64,48.3,60,
Albies, Ozzie,645277,2021,686,79.7,1011,
Robles, Victor,645302,2021,369,80.5,487,
Ford, Mike,645801,2021,72,75,76,
Devers, Rafael,646240,2021,664,77.2,912,
Naylor, Josh,647304,2021,250,86.2,305,
Toro, Abraham,647351,2021,375,86.9,490,
Diaz, Aledmys,649557,2021,319,86.3,417,
Urias, Luis,649966,2021,570,81.7,765,
Diaz, Lewin,650331,2021,128,80.6,186,
Arraez, Luis,650333,2021,479,92.6,632,
Jimenez, Eloy,650391,2021,231,77.6,254,
Torres, Gleyber,650402,2021,516,79.2,735,
Castro, Willi,650489,2021,450,81.2,585,
Diaz, Yandy,650490,2021,541,86.2,672,
De La Cruz, Bryan,650559,2021,219,87.7,285,
Rengifo, Luis,650859,2021,190,77.8,248,
Pozo, Yohel,650968,2021,77,90.6,96,
Adams, Riley,656180,2021,120,84.8,145,
Bradley, Bobby,656252,2021,279,69.2,354,
Chapman, Matt,656305,2021,622,72.4,887,
Chavis, Michael,656308,2021,124,74.4,164,
Diaz, Isan,656371,2021,278,78.9,323,
Ellis, Drew,656403,2021,83,73.6,129,
Hill, Derek,656537,2021,150,79.4,194,
Hilliard, Sam,656541,2021,238,64.7,331,
Hoskins, Rhys,656555,2021,443,81,596,
Jackson, Alex,656577,2021,151,57.3,211,
Joe, Connor,656582,2021,211,83.8,266,
Luplow, Jordan,656669,2021,193,73.2,284,
McKinstry, Zach,656716,2021,172,84.3,217,
Mullins II, Cedric,656775,2021,675,82.8,838,
O'Hearn, Ryan,656811,2021,254,80.2,343,
Peters, DJ,656847,2021,240,68.1,351,
Rivera, Emmanuel,656896,2021,98,85.5,124,
Schwarber, Kyle,656941,2021,471,77,605,
Smith, Pavin,656976,2021,545,90.7,635,
Thomas, Lane,657041,2021,264,84.8,335,
Tucker, Cole,657061,2021,131,82,172,
Verdugo, Alex,657077,2021,604,88.7,745,
White, Evan,657108,2021,104,77,148,
Alvarez, Eddy,657193,2021,74,89.3,84,
Webb, Logan,657277,2021,53,72.1,61,
O'Grady, Brian,657434,2021,61,75.8,99,
DeJong, Paul,657557,2021,402,81.4,565,
Laureano, Ramon,657656,2021,378,83.2,495,
Sheets, Gavin,657757,2021,179,88.4,249,
Fuentes, Joshua,658069,2021,284,80.5,389,
Olivares, Edward,658668,2021,111,84.8,132,
Moncada, Yoan,660162,2021,616,81,779,
Ohtani, Shohei,660271,2021,639,73.2,786,
Tsutsugo, Yoshi,660294,2021,262,78.6,346,
Arauz, Jonathan,660620,2021,75,83.3,84,
Hernandez, Yonny,660634,2021,166,89.5,190,
Acuna Jr., Ronald,660670,2021,360,77.5,462,
Ruiz, Keibert,660688,2021,96,91.1,101,
Sanchez, Jesus,660821,2021,251,79.7,330,
Park, Hoy,660829,2021,150,80.2,207,
Contreras, William,661388,2021,185,72.8,243,
Varsho, Daulton,662139,2021,315,80.6,443,
Jones, Jahmai,663330,2021,72,81.3,96,
Nootbaar, Lars,663457,2021,124,76.6,145,
Hoerner, Nico,663538,2021,170,87.3,205,
Riley, Austin,663586,2021,662,78.9,871,
Madrigal, Nick,663611,2021,215,97.2,251,
Larnach, Trevor,663616,2021,301,73.2,373,
Mountcastle, Ryan,663624,2021,586,77.2,782,
McKenna, Ryan,663630,2021,197,69.9,289,
Hayes, Ke'Bryan,663647,2021,396,88.3,461,
Tucker, Kyle,663656,2021,567,85.5,847,
Cameron, Daz,663662,2021,115,76,154,
India, Jonathan,663697,2021,631,82.7,735,
Raleigh, Cal,663728,2021,148,70.3,232,
Grisham, Trent,663757,2021,527,82.5,699,
Vierling, Matt,663837,2021,77,84.4,96,
Stephenson, Tyler,663886,2021,402,88.6,466,
Williams, Luke,663897,2021,108,87.7,138,
Rodgers, Brendan,663898,2021,415,83.2,567,
Lowe, Nathaniel,663993,2021,642,81.8,895,
Happ, Ian,664023,2021,535,75.3,721,
France, Ty,664034,2021,650,89.6,833,
Lowe, Brandon,664040,2021,615,74.5,856,
Bader, Harrison,664056,2021,401,84.4,500,
Stevenson, Andrew,664057,2021,213,82,272,
Fletcher, David,664058,2021,665,94,732,
Haggerty, Sam,664059,2021,94,78.6,117,
Moore, Dylan,664238,2021,377,79.4,500,
Garlick, Kyle,664247,2021,107,80.7,150,
Straw, Myles,664702,2021,638,89.8,831,
Isbel, Kyle,664728,2021,83,85.2,108,
Bohm, Alec,664761,2021,417,76.6,594,
Wade Jr., LaMonte,664774,2021,381,87.5,543,
Tom, Ka'ai,664789,2021,133,75.3,182,
Mazeika, Patrick,664850,2021,87,89.6,96,
Zavala, Seby,664874,2021,104,68.8,157,
Mendick, Danny,664901,2021,186,79.3,227,
Brown, Seth,664913,2021,307,79,376,
McCarthy, Jake,664983,2021,70,66.3,92,
Walsh, Jared,665120,2021,585,79.8,741,
Maton, Nick,665155,2021,131,76.1,188,
Celestino, Gilberto,665482,2021,62,82.1,78,
Tatis Jr., Fernando,665487,2021,546,75.5,755,
Guerrero Jr., Vladimir,665489,2021,698,81.8,857,
Pache, Cristian,665506,2021,68,76.6,94,
Marchan, Rafael,665561,2021,56,84.5,58,
Soto, Juan,665742,2021,654,85.3,746,
Taveras, Leody,665750,2021,185,76.6,256,
Chisholm Jr., Jazz,665862,2021,507,76.8,637,
Gimenez, Andres,665926,2021,210,74.3,307,
Kirilloff, Alex,666135,2021,231,79.9,313,
Lux, Gavin,666158,2021,381,85.4,520,
Rortvedt, Ben,666163,2021,98,77.2,127,
Adell, Jo,666176,2021,140,75.9,199,
Bichette, Bo,666182,2021,690,85.5,987,
Carlson, Dylan,666185,2021,619,79,828,
Kieboom, Carter,666198,2021,249,81.3,304,
Trammell, Taylor,666211,2021,178,66.5,263,
Castro, Rodolfo,666801,2021,93,84.4,135,
Dalbec, Bobby,666915,2021,453,68.9,671,
Garcia, Adolis,666969,2021,622,73.7,886,
Gurriel Jr., Lourdes,666971,2021,541,83.6,689,
Rooker Jr., Brent,667670,2021,213,73.2,269,
Arozarena, Randy,668227,2021,604,74.4,770,
Barrera, Tres,668663,2021,107,86.6,149,
Rogers, Jake,668670,2021,127,67.2,189,
Baddoo, Akil,668731,2021,461,73.8,642,
Knizner, Andrew,668800,2021,185,82.6,207,
Reynolds, Bryan,668804,2021,646,84.6,897,
Rojas, Josh,668942,2021,550,81.7,737,
Marsh, Brandon,669016,2021,260,76.9,337,
Burnes, Corbin,669203,2021,59,71.2,73,
Murphy, Sean,669221,2021,448,81.6,555,
Senzel, Nick,669222,2021,124,89.1,156,
Edman, Tommy,669242,2021,691,90.7,881,
Solak, Nick,669256,2021,511,81.6,618,
Smith, Will,669257,2021,501,83.3,658,
Johnson, Daniel,669288,2021,81,68.9,119,
Espinal, Santiago,669289,2021,246,89.9,318,
Hiura, Keston,669374,2021,197,56.2,290,
Hays, Austin,669720,2021,529,86.9,613,
Lopez, Nicky,670032,2021,565,89.2,702,
Raley, Luke,670042,2021,72,69.9,113,
Short, Zack,670097,2021,184,77.7,260,
Rojas, Jose,670351,2021,184,82.9,234,
Young, Andrew,670370,2021,104,70.7,123,
Alvarez, Yordan,670541,2021,598,87.1,699,
Paredes, Isaac,670623,2021,85,89.4,113,
Brosseau, Mike,670712,2021,169,76.2,248,
Walls, Taylor,670764,2021,176,75.8,240,
Garcia, Luis,671277,2021,247,84.2,292,
Kelenic, Jarred,672284,2021,377,83.5,479,
Kirk, Alejandro,672386,2021,189,83.8,247,
Marcano, Tucupita,672779,2021,50,89.5,57,
Robert, Luis,673357,2021,296,83.2,388,
Akiyama, Shogo,673451,2021,183,82.9,228,
Kim, Ha-Seong,673490,2021,298,82.5,399,
Clement, Ernie,676391,2021,133,88,142,
Barrero, Jose,676480,2021,56,80.3,71,
Meyers, Jake,676694,2021,163,78.4,208,
Trejo, Alan,676701,2021,50,71,62,
McCormick, Chas,676801,2021,320,71.5,435,
Franco, Wander,677551,2021,308,88,382,
Duran, Jarren,680776,2021,112,76.2,147,
Jeffers, Ryan,680777,2021,293,76.1,377,
Miller, Owen,680911,2021,202,82.2,236,
Vaughn, Andrew,683734,2021,469,85.8,541,