last_name, first_name,player_id,year,b_total_pa,isolated_power,
Rivera, Rene,425784,2021,78,.130,
Wainwright, Adam,425794,2021,74,.035,
Molina, Yadier,425877,2021,473,.118,
Suzuki, Kurt,435559,2021,247,.119,
Cruz Jr., Nelson,443558,2021,584,.232,
Peralta, David,444482,2021,538,.144,
Pina, Manny,444489,2021,208,.250,
Escobar, Alcides,444876,2021,349,.116,
Longoria, Evan,446334,2021,291,.221,
Morton, Charlie,450203,2021,62,.018,
Lester, Jon,452657,2021,51,.104,
Cabrera, Asdrubal,452678,2021,352,.136,
Scherzer, Max,453286,2021,63,.000,
Blackmon, Charlie,453568,2021,582,.140,
Maldonado, Martin,455117,2021,426,.129,
Chirinos, Robinson,455139,2021,112,.227,
Cain, Lorenzo,456715,2021,286,.144,
Solano, Donovan,456781,2021,344,.124,
McCutchen, Andrew,457705,2021,574,.222,
Upton, Justin,457708,2021,362,.198,
Turner, Justin,457759,2021,612,.193,
Posey III, Buster,457763,2021,454,.195,
Votto, Joey,458015,2021,533,.297,
Gardner, Brett,458731,2021,461,.140,
Joyce, Matt,459964,2021,69,.127,
Romine, Andrew,461865,2021,64,.083,
Andrus, Elvis,462101,2021,541,.076,
Sandoval, Pablo,467055,2021,86,.164,
Ramos, Wilson,467092,2021,163,.192,
Santana, Carlos,467793,2021,659,.127,
Parra, Gerardo,467827,2021,107,.113,
Mercer, Jordy,474568,2021,127,.110,
Belt, Brandon,474832,2021,381,.323,
Zimmerman, Ryan,475582,2021,273,.227,
Lowrie, Jed,476704,2021,512,.153,
Avila, Alex,488671,2021,111,.157,
Brantley Jr., Michael,488726,2021,508,.126,
Castro, Jason,488771,2021,179,.208,
Miley, Wade,489119,2021,59,.056,
Gurriel, Yuli,493329,2021,605,.143,
Rojas, Miguel,500743,2021,539,.127,
Escobar, Eduardo,500871,2021,599,.219,
Adrianza, Ehire,501303,2021,209,.154,
Lagares, Juan,501571,2021,327,.136,
Almonte, Abraham,501659,2021,175,.182,
Davis, Khris,501981,2021,114,.157,
Pham, Tommy,502054,2021,561,.154,
Martinez, J.D.,502110,2021,634,.232,
Reddick, Josh,502210,2021,158,.113,
Freeman, Mike,502273,2021,65,.000,
Dyson, Jarrod,502481,2021,149,.081,
Goldschmidt, Paul,502671,2021,679,.221,
Gonzalez, Marwin,503556,2021,307,.105,
Darvish, Yu,506433,2021,55,.038,
Leon, Sandy,506702,2021,220,.084,
Altuve, Jose,514888,2021,678,.211,
Hernandez, Cesar,514917,2021,637,.154,
Segura, Jean,516416,2021,567,.146,
Castro, Starlin,516770,2021,346,.092,
Marte, Starling,516782,2021,526,.148,
Bumgarner, Madison,518516,2021,52,.026,
Culberson, Charlie,518586,2021,271,.138,
d'Arnaud, Travis,518595,2021,229,.167,
Donaldson, Josh,518626,2021,543,.228,
Freeman, Freddie,518692,2021,695,.203,
Grandal, Yasmani,518735,2021,375,.280,
Heyward, Jason,518792,2021,353,.133,
Kelly, Merrill,518876,2021,58,.021,
LeMahieu, DJ,518934,2021,679,.094,
Moreland, Mitch,519048,2021,252,.188,
Moustakas, Mike,519058,2021,206,.164,
Rizzo, Anthony,519203,2021,576,.192,
Romine, Austin,519222,2021,62,.083,
Sogard, Eric,519299,2021,180,.065,
Stanton, Giancarlo,519317,2021,579,.243,
Vogt, Stephen,519390,2021,238,.138,
Galvis, Freddy,520471,2021,394,.166,
Perez, Salvador,521692,2021,665,.271,
Flores, Wilmer,527038,2021,436,.185,
Garcia, Avisail,541645,2021,515,.228,
Inciarte, Ender,542255,2021,89,.101,
Ozuna, Marcell,542303,2021,208,.144,
Villar, Jonathan,542340,2021,505,.167,
Ortega, Rafael,542364,2021,330,.172,
Santana, Danny,542454,2021,127,.164,
Aguilar, Jesus,542583,2021,510,.198,
Berti, Jon,542932,2021,271,.103,
Crawford, Brandon,543063,2021,549,.224,
Cron, C.J.,543068,2021,547,.249,
DeSclafani, Anthony,543101,2021,62,.020,
Dickerson, Alex,543105,2021,312,.187,
Gomes, Yan,543228,2021,375,.169,
Grossman, Robbie,543257,2021,671,.176,
Harrison, Josh,543281,2021,558,.121,
Hendricks, Kyle,543294,2021,61,.019,
Hicks, Aaron,543305,2021,126,.139,
Higashioka, Kyle,543309,2021,211,.207,
Hosmer, Eric,543333,2021,565,.126,
McCann, James,543510,2021,412,.117,
Miller, Brad,543543,2021,377,.227,
Nola, Austin,543592,2021,194,.104,
Rendon, Anthony,543685,2021,249,.143,
Semien, Marcus,543760,2021,724,.273,
Shaw, Travis,543768,2021,250,.173,
Springer III, George,543807,2021,342,.291,
Vazquez, Christian,543877,2021,498,.094,
Wong, Kolten,543939,2021,492,.175,
Gregorius, Didi,544369,2021,408,.160,
Garcia, Leury,544725,2021,474,.108,
Vargas, Ildemaro,545121,2021,83,.065,
Grichuk, Randal,545341,2021,545,.182,
Marisnick, Jake,545350,2021,198,.159,
Stassi, Max,545358,2021,319,.184,
Trout, Mike,545361,2021,146,.291,
Herrera, Odubel,546318,2021,492,.156,
Alford, Anthony,546990,2021,148,.173,
Almora Jr., Albert,546991,2021,54,.058,
Ruiz, Rio,547004,2021,141,.104,
Harper, Bryce,547180,2021,599,.305,
Perez, Roberto,547379,2021,161,.170,
Abreu, Jose,547989,2021,659,.219,
Diaz, Elias,553869,2021,371,.219,
Narvaez, Omar,553882,2021,445,.136,
Astudillo, Willians,553902,2021,216,.139,
Suarez, Eugenio,553993,2021,574,.230,
Wheeler, Zack,554430,2021,73,.029,
Polanco, Gregory,570256,2021,382,.146,
Gonzalez, Erik,570481,2021,229,.068,
Urshela, Gio,570482,2021,442,.152,
Schoop, Jonathan,570731,2021,674,.157,
Arenado, Nolan,571448,2021,653,.239,
Barnhart, Tucker,571466,2021,388,.121,
Corbin, Patrick,571578,2021,63,.000,
Farmer, Kyle,571657,2021,529,.153,
Goodwin, Brian,571718,2021,271,.153,
Hamilton, Billy,571740,2021,135,.157,
Haniger, Mitch,571745,2021,691,.232,
Hernandez, Enrique,571771,2021,585,.199,
Holt, Brock,571788,2021,260,.089,
Lamb, Jake,571875,2021,170,.174,
Muncy, Max,571970,2021,592,.278,
Myers, Wil,571976,2021,500,.179,
Naquin, Tyler,571980,2021,454,.207,
Owings, Chris,572008,2021,50,.302,
Piscotty, Stephen,572039,2021,188,.133,
Pollock, AJ,572041,2021,422,.240,
Seager, Kyle,572122,2021,670,.226,
Taylor, Michael A.,572191,2021,528,.112,
Voit III, Luke,572228,2021,241,.197,
Walker, Christian,572233,2021,445,.137,
Zunino, Mike,572287,2021,375,.342,
Carpenter, Matt,572761,2021,249,.106,
Dickerson, Corey,572816,2021,365,.137,
Garneau, Dustin,572863,2021,68,.371,
Ruf, Darin,573131,2021,312,.248,
Stroman, Marcus,573186,2021,58,.039,
Yastrzemski, Mike,573262,2021,532,.233,
Contreras, Willson,575929,2021,483,.201,
Iglesias, Jose,578428,2021,511,.120,
Torreyes, Ronald,591720,2021,344,.104,
Valera, Breyvic,591971,2021,97,.103,
Bryant, Kris,592178,2021,586,.216,
Canha, Mark,592192,2021,625,.156,
Casali, Curt,592200,2021,231,.140,
Castellanos, Nick,592206,2021,585,.267,
DeShields, Delino,592261,2021,58,.170,
Drury, Brandon,592273,2021,88,.202,
Gamel, Ben,592325,2021,400,.141,
Gausman, Kevin,592332,2021,62,.000,
Goodrum, Niko,592348,2021,325,.145,
Gray, Jon,592351,2021,50,.000,
Jones, JaCoby,592444,2021,105,.080,
Judge, Aaron,592450,2021,633,.256,
Machado, Manny,592518,2021,640,.211,
Marmolejos, Jose,592530,2021,122,.151,
Moran, Colin,592567,2021,359,.132,
Pederson, Joc,592626,2021,481,.184,
Ramos, Henry,592656,2021,55,.100,
Realmuto, J.T.,592663,2021,537,.176,
Renfroe, Hunter,592669,2021,572,.242,
Rosario, Eddie,592696,2021,412,.177,
Simmons, Andrelton,592743,2021,451,.051,
Walker, Taijuan,592836,2021,51,.000,
Wilkerson, Stevie,592859,2021,76,.042,
Yelich, Christian,592885,2021,475,.125,
Merrifield, Whit,593160,2021,720,.117,
Bogaerts, Xander,593428,2021,603,.198,
Rivas, Webster,593590,2021,77,.118,
Alberto, Hanser,593643,2021,255,.133,
Polanco, Jorge,593871,2021,644,.235,
Sano, Miguel,593934,2021,532,.243,
Difo, Wilmer,594694,2021,240,.114,
Calhoun, Kole,594777,2021,182,.139,
Duvall, Adam,594807,2021,555,.263,
Eaton, Adam,594809,2021,288,.126,
Gosselin, Phil,594838,2021,373,.101,
Kiermaier, Kevin,595281,2021,390,.129,
Knapp, Andrew,595284,2021,159,.062,
Wallach, Chad,595453,2021,66,.067,
Alfaro, Jorge,595751,2021,311,.098,
Profar, Jurickson,595777,2021,412,.093,
Baez, Javier,595879,2021,547,.229,
Cave, Jake,595909,2021,178,.104,
Evans, Phillip,595943,2021,247,.093,
Gallagher, Cam,595956,2021,124,.080,
Hedges, Austin,595978,2021,312,.129,
Lindor, Francisco,596019,2021,524,.181,
Nogowski Jr., John,596056,2021,143,.078,
Odor, Rougned,596059,2021,361,.177,
Slater, Austin,596103,2021,306,.182,
Story, Trevor,596115,2021,595,.221,
Vogelbach, Daniel,596129,2021,258,.163,
Sanchez, Gary,596142,2021,440,.219,
Kepler, Max,596146,2021,490,.202,
Quinn, Roman,596451,2021,62,.115,
Franco, Maikel,596748,2021,403,.146,
Garcia, Robel,596825,2021,117,.057,
Choi, Ji-Man,596847,2021,305,.182,
Bradley Jr., Jackie,598265,2021,428,.098,
La Stella, Tommy,600303,2021,242,.155,
Severino, Pedro,600474,2021,419,.135,
Nunez, Renato,600524,2021,55,.283,
Candelario, Jeimer,600869,2021,626,.172,
Daza, Yonathan,602074,2021,331,.073,
Urias, Ramon,602104,2021,296,.134,
Rondon, Jose,602922,2021,90,.150,
Ahmed, Nick,605113,2021,473,.118,
Anderson, Brian,605119,2021,264,.129,
Barnes, Austin,605131,2021,225,.130,
Bell, Josh,605137,2021,568,.215,
Betts, Mookie,605141,2021,550,.223,
Caratini, Victor,605170,2021,356,.096,
Davis, J.D.,605204,2021,211,.151,
Garcia, Aramis,605244,2021,94,.114,
Musgrove, Joe,605397,2021,57,.039,
Nola, Aaron,605400,2021,63,.041,
Panik, Joe,605412,2021,257,.076,
Perez, Michael,605421,2021,231,.148,
Woodruff, Brandon,605540,2021,58,.000,
Zimmer, Bradley,605548,2021,348,.117,
Castro, Harold,605612,2021,339,.076,
Arcia, Orlando,606115,2021,89,.111,
Tapia, Raimel,606132,2021,533,.099,
Aquino, Aristides,606157,2021,204,.218,
Hernandez, Teoscar,606192,2021,595,.227,
Mercedes, Yermin,606213,2021,262,.133,
Peraza, Jose,606299,2021,154,.176,
Marte, Ketel,606466,2021,374,.215,
Greiner, Grayson,606988,2021,82,.097,
Haase, Eric,606992,2021,381,.228,
Nimmo, Brandon,607043,2021,386,.145,
Peterson, Jace,607054,2021,302,.120,
Turner, Trea,607208,2021,646,.208,
Smith, Kevan,607345,2021,106,.032,
Beaty, Matt,607461,2021,234,.132,
Blandino, Alex,607468,2021,82,.057,
Pillar, Kevin,607680,2021,347,.185,
Stallings, Jacob,607732,2021,427,.123,
Ramirez, Jose,608070,2021,636,.272,
Bregman, Alex,608324,2021,400,.152,
Fried, Max,608331,2021,67,.055,
Gallo, Joey,608336,2021,616,.259,
Kelly, Carson,608348,2021,359,.171,
Seager, Corey,608369,2021,409,.215,
Winker, Jesse,608385,2021,485,.251,
Marquez, German,608566,2021,60,.151,
Mazara, Nomar,608577,2021,181,.109,
Murphy, Tom,608596,2021,325,.148,
Jankowski, Travis,608671,2021,157,.099,
Mayfield, Jack,608686,2021,290,.169,
Plawecki, Kevin,608700,2021,173,.102,
Refsnyder, Rob,608701,2021,157,.094,
Mondesi, Adalberto,609275,2021,136,.222,
Andujar, Miguel,609280,2021,162,.130,
Vosler, Jason,613564,2021,82,.178,
Cordero, Franchy,614173,2021,136,.071,
Reyes, Franmil,614177,2021,466,.268,
Torrens, Luis,620443,2021,378,.188,
Robertson, Daniel,621002,2021,90,.110,
Martin Jr., Richie,621006,2021,105,.051,
Schrock, Max,621011,2021,134,.160,
Swanson, Dansby,621020,2021,653,.201,
Newman, Kevin,621028,2021,554,.083,
Taylor, Chris,621035,2021,582,.183,
Correa, Carlos,621043,2021,640,.205,
Buehler, Walker,621111,2021,82,.029,
Dahl, David,621311,2021,220,.112,
Phillips, Brett,621433,2021,292,.221,
Taylor, Tyrone,621438,2021,271,.210,
Buxton, Byron,621439,2021,254,.340,
Brinson, Lewis,621446,2021,290,.150,
Bolt, Skye,621450,2021,60,.070,
Duggar, Steven,621453,2021,297,.179,
Rios, Edwin,621458,2021,60,.059,
Stewart, DJ,621466,2021,318,.170,
Ward, Taylor,621493,2021,237,.188,
Mathisen, Wyatt,621500,2021,51,.071,
Nido, Tomas,621512,2021,161,.105,
Wisdom, Patrick,621550,2021,375,.287,
Wendle, Joey,621563,2021,501,.157,
Olson, Matt,621566,2021,673,.269,
Jones, Taylor,622100,2021,108,.157,
Duffy, Matt,622110,2021,322,.093,
Walton, Donovan,622268,2021,69,.159,
Castillo, Luis,622491,2021,59,.041,
Margot, Manuel,622534,2021,464,.128,
Reyes, Pablo,622569,2021,87,.103,
Senzatela, Antonio,622608,2021,51,.000,
Reyes, Victor,622682,2021,220,.158,
Mateo, Jorge,622761,2021,209,.129,
Velazquez, Andrew,623205,2021,68,.134,
Bote, David,623520,2021,327,.131,
Ramirez, Harold,623912,2021,361,.130,
Santander, Anthony,623993,2021,438,.192,
Alonso, Pete,624413,2021,637,.257,
Arroyo, Christian,624414,2021,181,.183,
Biggio, Cavan,624415,2021,294,.132,
Conforto, Michael,624424,2021,479,.153,
Frazier, Adam,624428,2021,639,.106,
Trevino, Jose,624431,2021,302,.102,
Gordon, Nick,624503,2021,216,.115,
McGuire, Reese,624512,2021,217,.091,
Nunez, Dom,624513,2021,263,.211,
Soler, Jorge,624585,2021,602,.209,
Sosa, Edmundo,624641,2021,326,.118,
Heredia, Guillermo,628338,2021,347,.134,
Hernandez, Yadiel,628450,2021,289,.140,
Ibanez, Andy,628451,2021,272,.158,
Urias, Julio,628711,2021,70,.034,
Cronenworth, Jake,630105,2021,643,.194,
Frazier, Jackson,640449,2021,218,.131,
Meadows, Austin,640457,2021,591,.224,
Mercado, Oscar,640458,2021,238,.145,
Pinder, Chad,640461,2021,233,.168,
Anderson, Tim,641313,2021,551,.159,
Bauers, Jake,641343,2021,315,.067,
Bellinger, Cody,641355,2021,350,.137,
Calhoun, Willie,641432,2021,284,.131,
Collins, Zack,641470,2021,231,.128,
Crawford, J.P.,641487,2021,687,.103,
Davis, Jonathan,641505,2021,103,.046,
Dozier, Hunter,641531,2021,543,.179,
Engel, Adam,641553,2021,140,.244,
Fargas, Johneshwy,641561,2021,54,.135,
Fraley, Jake,641584,2021,265,.159,
Garver, Mitch,641598,2021,243,.261,
Guillorme, Luis,641645,2021,156,.045,
Hampson, Garrett,641658,2021,494,.146,
Heim, Jonah,641680,2021,285,.162,
Lewis, Kyle,641786,2021,147,.146,
Locastro, Tim,641796,2021,156,.072,
Mahle, Tyler,641816,2021,66,.000,
Mancini III, Trey,641820,2021,616,.176,
Martin, Jason,641829,2021,154,.146,
McKinney, Billy,641856,2021,300,.166,
McMahon, Ryan,641857,2021,596,.195,
Neuse, Sheldon,641914,2021,66,.154,
O'Neill, Tyler,641933,2021,537,.274,
Sisco, Chance,642082,2021,83,.041,
Smith, Dominic,642086,2021,493,.119,
Tellez, Rowdy,642133,2021,325,.172,
Valaika, Pat,642162,2021,281,.089,
VanMeter, Josh,642165,2021,310,.142,
Wade, Tyler,642180,2021,145,.055,
White, Eli,642201,2021,220,.131,
Williams, Justin,642211,2021,137,.101,
Wong, Kean,642221,2021,66,.067,
Mejia, Francisco,642336,2021,277,.156,
Sierra, Magneuris,642423,2021,225,.038,
Rosario, Amed,642708,2021,588,.127,
Adames, Willy,642715,2021,555,.219,
Gutierrez, Kelvin,642721,2021,295,.085,
Alcantara, Sergio,642727,2021,255,.123,
Estrada, Thairo,642731,2021,132,.207,
Leyba, Domingo,642736,2021,96,.046,
Wynns, Austin,642851,2021,139,.123,
Benintendi, Andrew,643217,2021,538,.166,
Cooper, Garrett,643265,2021,250,.181,
Craig, Will,643269,2021,65,.083,
Dubon, Mauricio,643289,2021,187,.137,
Jansen, Danny,643376,2021,205,.250,
Kemp, Tony,643393,2021,397,.139,
Kiner-Falefa, Isiah,643396,2021,677,.087,
Long Jr., Shed,643418,2021,121,.162,
McNeil, Jeff,643446,2021,426,.109,
Schwindel, Frank,643524,2021,259,.264,
Tauchman, Mike,643565,2021,191,.102,
Chang, Yu,644374,2021,251,.198,
Alcantara, Sandy,645261,2021,64,.017,
Albies, Ozzie,645277,2021,686,.229,
Robles, Victor,645302,2021,369,.092,
Ford, Mike,645801,2021,72,.150,
Devers, Rafael,646240,2021,664,.259,
Naylor, Josh,647304,2021,250,.146,
Toro, Abraham,647351,2021,375,.134,
Diaz, Aledmys,649557,2021,319,.146,
Urias, Luis,649966,2021,570,.196,
Diaz, Lewin,650331,2021,128,.246,
Arraez, Luis,650333,2021,479,.082,
Jimenez, Eloy,650391,2021,231,.188,
Torres, Gleyber,650402,2021,516,.107,
Castro, Willi,650489,2021,450,.131,
Diaz, Yandy,650490,2021,541,.131,
De La Cruz, Bryan,650559,2021,219,.131,
Rengifo, Luis,650859,2021,190,.109,
Pozo, Yohel,650968,2021,77,.095,
Adams, Riley,656180,2021,120,.162,
Bradley, Bobby,656252,2021,279,.237,
Chapman, Matt,656305,2021,622,.193,
Chavis, Michael,656308,2021,124,.149,
Diaz, Isan,656371,2021,278,.088,
Ellis, Drew,656403,2021,83,.072,
Hill, Derek,656537,2021,150,.129,
Hilliard, Sam,656541,2021,238,.248,
Hoskins, Rhys,656555,2021,443,.283,
Jackson, Alex,656577,2021,151,.099,
Joe, Connor,656582,2021,211,.184,
Luplow, Jordan,656669,2021,193,.252,
McKinstry, Zach,656716,2021,172,.190,
Mullins II, Cedric,656775,2021,675,.228,
O'Hearn, Ryan,656811,2021,254,.144,
Peters, DJ,656847,2021,240,.224,
Rivera, Emmanuel,656896,2021,98,.078,
Schwarber, Kyle,656941,2021,471,.288,
Smith, Pavin,656976,2021,545,.137,
Thomas, Lane,657041,2021,264,.177,
Tucker, Cole,657061,2021,131,.120,
Verdugo, Alex,657077,2021,604,.138,
White, Evan,657108,2021,104,.093,
Alvarez, Eddy,657193,2021,74,.141,
Webb, Logan,657277,2021,53,.152,
O'Grady, Brian,657434,2021,61,.176,
DeJong, Paul,657557,2021,402,.194,
Laureano, Ramon,657656,2021,378,.196,
Sheets, Gavin,657757,2021,179,.256,
Fuentes, Joshua,658069,2021,284,.125,
Olivares, Edward,658668,2021,111,.168,
Moncada, Yoan,660162,2021,616,.148,
Ohtani, Shohei,660271,2021,639,.335,
Tsutsugo, Yoshi,660294,2021,262,.165,
Arauz, Jonathan,660620,2021,75,.185,
Hernandez, Yonny,660634,2021,166,.035,
Acuna Jr., Ronald,660670,2021,360,.313,
Ruiz, Keibert,660688,2021,96,.136,
Sanchez, Jesus,660821,2021,251,.238,
Park, Hoy,660829,2021,150,.141,
Contreras, William,661388,2021,185,.184,
Varsho, Daulton,662139,2021,315,.190,
Jones, Jahmai,663330,2021,72,.045,
Nootbaar, Lars,663457,2021,124,.183,
Hoerner, Nico,663538,2021,170,.067,
Riley, Austin,663586,2021,662,.227,
Madrigal, Nick,663611,2021,215,.120,
Larnach, Trevor,663616,2021,301,.127,
Mountcastle, Ryan,663624,2021,586,.232,
McKenna, Ryan,663630,2021,197,.083,
Hayes, Ke'Bryan,663647,2021,396,.116,
Tucker, Kyle,663656,2021,567,.263,
Cameron, Daz,663662,2021,115,.165,
India, Jonathan,663697,2021,631,.190,
Raleigh, Cal,663728,2021,148,.129,
Grisham, Trent,663757,2021,527,.171,
Vierling, Matt,663837,2021,77,.155,
Stephenson, Tyler,663886,2021,402,.146,
Williams, Luke,663897,2021,108,.071,
Rodgers, Brendan,663898,2021,415,.186,
Lowe, Nathaniel,663993,2021,642,.151,
Happ, Ian,664023,2021,535,.209,
France, Ty,664034,2021,650,.154,
Lowe, Brandon,664040,2021,615,.277,
Bader, Harrison,664056,2021,401,.193,
Stevenson, Andrew,664057,2021,213,.109,
Fletcher, David,664058,2021,665,.062,
Haggerty, Sam,664059,2021,94,.105,
Moore, Dylan,664238,2021,377,.154,
Garlick, Kyle,664247,2021,107,.232,
Straw, Myles,664702,2021,638,.076,
Isbel, Kyle,664728,2021,83,.158,
Bohm, Alec,664761,2021,417,.095,
Wade Jr., LaMonte,664774,2021,381,.229,
Tom, Ka'ai,664789,2021,133,.093,
Mazeika, Patrick,664850,2021,87,.076,
Zavala, Seby,664874,2021,104,.194,
Mendick, Danny,664901,2021,186,.067,
Brown, Seth,664913,2021,307,.267,
McCarthy, Jake,664983,2021,70,.153,
Walsh, Jared,665120,2021,585,.232,
Maton, Nick,665155,2021,131,.128,
Celestino, Gilberto,665482,2021,62,.153,
Tatis Jr., Fernando,665487,2021,546,.328,
Guerrero Jr., Vladimir,665489,2021,698,.290,
Pache, Cristian,665506,2021,68,.095,
Marchan, Rafael,665561,2021,56,.115,
Soto, Juan,665742,2021,654,.221,
Taveras, Leody,665750,2021,185,.109,
Chisholm Jr., Jazz,665862,2021,507,.177,
Gimenez, Andres,665926,2021,210,.133,
Kirilloff, Alex,666135,2021,231,.172,
Lux, Gavin,666158,2021,381,.122,
Rortvedt, Ben,666163,2021,98,.112,
Adell, Jo,666176,2021,140,.162,
Bichette, Bo,666182,2021,690,.186,
Carlson, Dylan,666185,2021,619,.172,
Kieboom, Carter,666198,2021,249,.111,
Trammell, Taylor,666211,2021,178,.199,
Castro, Rodolfo,666801,2021,93,.198,
Dalbec, Bobby,666915,2021,453,.254,
Garcia, Adolis,666969,2021,622,.212,
Gurriel Jr., Lourdes,666971,2021,541,.190,
Rooker Jr., Brent,667670,2021,213,.196,
Arozarena, Randy,668227,2021,604,.185,
Barrera, Tres,668663,2021,107,.121,
Rogers, Jake,668670,2021,127,.257,
Baddoo, Akil,668731,2021,461,.177,
Knizner, Andrew,668800,2021,185,.062,
Reynolds, Bryan,668804,2021,646,.220,
Rojas, Josh,668942,2021,550,.147,
Marsh, Brandon,669016,2021,260,.102,
Burnes, Corbin,669203,2021,59,.000,
Murphy, Sean,669221,2021,448,.188,
Senzel, Nick,669222,2021,124,.063,
Edman, Tommy,669242,2021,691,.125,
Solak, Nick,669256,2021,511,.120,
Smith, Will,669257,2021,501,.237,
Johnson, Daniel,669288,2021,81,.156,
Espinal, Santiago,669289,2021,246,.095,
Hiura, Keston,669374,2021,197,.133,
Hays, Austin,669720,2021,529,.205,
Lopez, Nicky,670032,2021,565,.078,
Raley, Luke,670042,2021,72,.106,
Short, Zack,670097,2021,184,.141,
Rojas, Jose,670351,2021,184,.190,
Young, Andrew,670370,2021,104,.275,
Alvarez, Yordan,670541,2021,598,.253,
Paredes, Isaac,670623,2021,85,.111,
Brosseau, Mike,670712,2021,169,.160,
Walls, Taylor,670764,2021,176,.086,
Garcia, Luis,671277,2021,247,.169,
Kelenic, Jarred,672284,2021,377,.169,
Kirk, Alejandro,672386,2021,189,.194,
Marcano, Tucupita,672779,2021,50,.023,
Robert, Luis,673357,2021,296,.229,
Akiyama, Shogo,673451,2021,183,.049,
Kim, Ha-Seong,673490,2021,298,.150,
Clement, Ernie,676391,2021,133,.107,
Barrero, Jose,676480,2021,56,.120,
Meyers, Jake,676694,2021,163,.178,
Trejo, Alan,676701,2021,50,.109,
McCormick, Chas,676801,2021,320,.190,
Franco, Wander,677551,2021,308,.174,
Duran, Jarren,680776,2021,112,.121,
Jeffers, Ryan,680777,2021,293,.202,
Miller, Owen,680911,2021,202,.105,
Vaughn, Andrew,683734,2021,469,.161,