last_name, first_name,player_id,year,b_total_pa,hp_to_1b,
Pujols, Albert,405395,2021,296,5.15,
Cabrera, Miguel,408234,2021,526,5.01,
Rivera, Rene,425784,2021,78,4.78,
Wainwright, Adam,425794,2021,74,,
Molina, Yadier,425877,2021,473,4.92,
Suzuki, Kurt,435559,2021,247,4.92,
Cruz Jr., Nelson,443558,2021,584,4.69,
Peralta, David,444482,2021,538,4.38,
Pina, Manny,444489,2021,208,4.93,
Escobar, Alcides,444876,2021,349,4.37,
Longoria, Evan,446334,2021,291,4.7,
Morton, Charlie,450203,2021,62,,
Lester, Jon,452657,2021,51,,
Cabrera, Asdrubal,452678,2021,352,4.79,
Scherzer, Max,453286,2021,63,,
Blackmon, Charlie,453568,2021,582,4.33,
Maldonado, Martin,455117,2021,426,5.04,
Chirinos, Robinson,455139,2021,112,,
Cain, Lorenzo,456715,2021,286,4.37,
Solano, Donovan,456781,2021,344,4.57,
McCutchen, Andrew,457705,2021,574,4.37,
Upton, Justin,457708,2021,362,4.6,
Turner, Justin,457759,2021,612,4.78,
Posey III, Buster,457763,2021,454,4.84,
Votto, Joey,458015,2021,533,4.77,
Gardner, Brett,458731,2021,461,4.15,
Joyce, Matt,459964,2021,69,,
Romine, Andrew,461865,2021,64,,
Andrus, Elvis,462101,2021,541,4.53,
Sandoval, Pablo,467055,2021,86,,
Ramos, Wilson,467092,2021,163,5.03,
Santana, Carlos,467793,2021,659,4.7,
Parra, Gerardo,467827,2021,107,,
Mercer, Jordy,474568,2021,127,4.53,
Belt, Brandon,474832,2021,381,4.61,
Zimmerman, Ryan,475582,2021,273,4.52,
Lowrie, Jed,476704,2021,512,4.7,
Avila, Alex,488671,2021,111,,
Brantley Jr., Michael,488726,2021,508,4.65,
Castro, Jason,488771,2021,179,4.52,
Miley, Wade,489119,2021,59,,
Gurriel, Yuli,493329,2021,605,4.42,
Rojas, Miguel,500743,2021,539,4.56,
Escobar, Eduardo,500871,2021,599,4.34,
Adrianza, Ehire,501303,2021,209,4.43,
Lagares, Juan,501571,2021,327,4.45,
Almonte, Abraham,501659,2021,175,4.4,
Davis, Khris,501981,2021,114,4.95,
Pham, Tommy,502054,2021,561,4.54,
Martinez, J.D.,502110,2021,634,4.68,
Reddick, Josh,502210,2021,158,4.54,
Freeman, Mike,502273,2021,65,,
Dyson, Jarrod,502481,2021,149,4.26,
Goldschmidt, Paul,502671,2021,679,4.59,
Gonzalez, Marwin,503556,2021,307,4.5,
Darvish, Yu,506433,2021,55,,
Leon, Sandy,506702,2021,220,4.88,
Altuve, Jose,514888,2021,678,4.22,
Hernandez, Cesar,514917,2021,637,4.24,
Segura, Jean,516416,2021,567,4.33,
Castro, Starlin,516770,2021,346,4.61,
Marte, Starling,516782,2021,526,4.22,
Bumgarner, Madison,518516,2021,52,,
Culberson, Charlie,518586,2021,271,4.28,
d'Arnaud, Travis,518595,2021,229,4.71,
Donaldson, Josh,518626,2021,543,4.83,
Freeman, Freddie,518692,2021,695,4.43,
Grandal, Yasmani,518735,2021,375,5.08,
Heyward, Jason,518792,2021,353,4.46,
Kelly, Merrill,518876,2021,58,,
LeMahieu, DJ,518934,2021,679,4.63,
Moreland, Mitch,519048,2021,252,4.69,
Moustakas, Mike,519058,2021,206,,
Rizzo, Anthony,519203,2021,576,4.66,
Romine, Austin,519222,2021,62,4.77,
Sogard, Eric,519299,2021,180,4.48,
Stanton, Giancarlo,519317,2021,579,4.96,
Vogt, Stephen,519390,2021,238,4.5,
Galvis, Freddy,520471,2021,394,4.54,
Perez, Salvador,521692,2021,665,4.73,
Flores, Wilmer,527038,2021,436,4.78,
Garcia, Avisail,541645,2021,515,4.47,
Inciarte, Ender,542255,2021,89,4.23,
Ozuna, Marcell,542303,2021,208,4.55,
Villar, Jonathan,542340,2021,505,4.38,
Ortega, Rafael,542364,2021,330,4.43,
Santana, Danny,542454,2021,127,4.31,
Aguilar, Jesus,542583,2021,510,4.83,
Berti, Jon,542932,2021,271,4.21,
Crawford, Brandon,543063,2021,549,4.48,
Cron, C.J.,543068,2021,547,4.71,
DeSclafani, Anthony,543101,2021,62,,
Dickerson, Alex,543105,2021,312,4.54,
Gomes, Yan,543228,2021,375,4.72,
Grossman, Robbie,543257,2021,671,4.38,
Harrison, Josh,543281,2021,558,4.46,
Hendricks, Kyle,543294,2021,61,,
Hicks, Aaron,543305,2021,126,4.47,
Higashioka, Kyle,543309,2021,211,4.71,
Hosmer, Eric,543333,2021,565,4.53,
McCann, James,543510,2021,412,4.71,
Miller, Brad,543543,2021,377,4.39,
Nola, Austin,543592,2021,194,4.73,
Rendon, Anthony,543685,2021,249,4.82,
Semien, Marcus,543760,2021,724,4.37,
Shaw, Travis,543768,2021,250,4.72,
Springer III, George,543807,2021,342,4.33,
Vazquez, Christian,543877,2021,498,4.71,
Wong, Kolten,543939,2021,492,4.39,
Gregorius, Didi,544369,2021,408,4.38,
Garcia, Leury,544725,2021,474,4.21,
Vargas, Ildemaro,545121,2021,83,4.64,
Grichuk, Randal,545341,2021,545,4.45,
Marisnick, Jake,545350,2021,198,4.39,
Stassi, Max,545358,2021,319,4.74,
Trout, Mike,545361,2021,146,4.3,
Herrera, Odubel,546318,2021,492,4.27,
Alford, Anthony,546990,2021,148,4.16,
Almora Jr., Albert,546991,2021,54,,
Ruiz, Rio,547004,2021,141,4.76,
Harper, Bryce,547180,2021,599,4.38,
Perez, Roberto,547379,2021,161,4.76,
Abreu, Jose,547989,2021,659,4.62,
Diaz, Elias,553869,2021,371,4.75,
Narvaez, Omar,553882,2021,445,4.78,
Astudillo, Willians,553902,2021,216,4.97,
Suarez, Eugenio,553993,2021,574,4.63,
Wheeler, Zack,554430,2021,73,,
Polanco, Gregory,570256,2021,382,4.37,
Gonzalez, Erik,570481,2021,229,4.43,
Urshela, Gio,570482,2021,442,4.54,
Schoop, Jonathan,570731,2021,674,4.59,
Arenado, Nolan,571448,2021,653,4.77,
Barnhart, Tucker,571466,2021,388,4.84,
Corbin, Patrick,571578,2021,63,,
Farmer, Kyle,571657,2021,529,4.51,
Goodwin, Brian,571718,2021,271,4.34,
Hamilton, Billy,571740,2021,135,,
Haniger, Mitch,571745,2021,691,4.54,
Hernandez, Enrique,571771,2021,585,4.46,
Holt, Brock,571788,2021,260,4.48,
Lamb, Jake,571875,2021,170,4.63,
Muncy, Max,571970,2021,592,4.44,
Myers, Wil,571976,2021,500,4.38,
Naquin, Tyler,571980,2021,454,4.42,
Owings, Chris,572008,2021,50,,
Piscotty, Stephen,572039,2021,188,4.68,
Pollock, AJ,572041,2021,422,4.39,
Seager, Kyle,572122,2021,670,4.62,
Taylor, Michael A.,572191,2021,528,4.3,
Voit III, Luke,572228,2021,241,4.9,
Walker, Christian,572233,2021,445,4.54,
Zunino, Mike,572287,2021,375,4.74,
Carpenter, Matt,572761,2021,249,4.54,
Dickerson, Corey,572816,2021,365,4.32,
Garneau, Dustin,572863,2021,68,4.62,
Ruf, Darin,573131,2021,312,4.7,
Stroman, Marcus,573186,2021,58,,
Yastrzemski, Mike,573262,2021,532,4.39,
Contreras, Willson,575929,2021,483,4.43,
Iglesias, Jose,578428,2021,511,4.21,
Torreyes, Ronald,591720,2021,344,4.45,
Valera, Breyvic,591971,2021,97,,
Bryant, Kris,592178,2021,586,4.38,
Canha, Mark,592192,2021,625,4.42,
Casali, Curt,592200,2021,231,4.89,
Castellanos, Nick,592206,2021,585,4.42,
DeShields, Delino,592261,2021,58,,
Drury, Brandon,592273,2021,88,4.61,
Gamel, Ben,592325,2021,400,4.38,
Gausman, Kevin,592332,2021,62,,
Goodrum, Niko,592348,2021,325,4.34,
Gray, Jon,592351,2021,50,,
Jones, JaCoby,592444,2021,105,4.54,
Judge, Aaron,592450,2021,633,4.65,
Machado, Manny,592518,2021,640,4.52,
Marmolejos, Jose,592530,2021,122,4.65,
Moran, Colin,592567,2021,359,4.83,
Pederson, Joc,592626,2021,481,4.38,
Ramos, Henry,592656,2021,55,,
Realmuto, J.T.,592663,2021,537,4.28,
Renfroe, Hunter,592669,2021,572,4.49,
Rosario, Eddie,592696,2021,412,4.33,
Simmons, Andrelton,592743,2021,451,4.68,
Walker, Taijuan,592836,2021,51,,
Wilkerson, Stevie,592859,2021,76,,
Yelich, Christian,592885,2021,475,4.35,
Merrifield, Whit,593160,2021,720,4.32,
Bogaerts, Xander,593428,2021,603,4.29,
Rivas, Webster,593590,2021,77,4.79,
Alberto, Hanser,593643,2021,255,4.45,
Polanco, Jorge,593871,2021,644,4.23,
Sano, Miguel,593934,2021,532,4.76,
Difo, Wilmer,594694,2021,240,4.31,
Calhoun, Kole,594777,2021,182,4.74,
Duvall, Adam,594807,2021,555,4.43,
Eaton, Adam,594809,2021,288,4.25,
Gosselin, Phil,594838,2021,373,4.27,
Kiermaier, Kevin,595281,2021,390,4.11,
Knapp, Andrew,595284,2021,159,,
Wallach, Chad,595453,2021,66,,
Alfaro, Jorge,595751,2021,311,4.44,
Profar, Jurickson,595777,2021,412,4.51,
Baez, Javier,595879,2021,547,4.32,
Cave, Jake,595909,2021,178,4.42,
Evans, Phillip,595943,2021,247,4.46,
Gallagher, Cam,595956,2021,124,4.86,
Hedges, Austin,595978,2021,312,4.97,
Lindor, Francisco,596019,2021,524,4.37,
Nogowski Jr., John,596056,2021,143,4.75,
Odor, Rougned,596059,2021,361,4.47,
Slater, Austin,596103,2021,306,4.39,
Story, Trevor,596115,2021,595,4.31,
Vogelbach, Daniel,596129,2021,258,4.82,
Sanchez, Gary,596142,2021,440,4.75,
Kepler, Max,596146,2021,490,4.36,
Quinn, Roman,596451,2021,62,,
Franco, Maikel,596748,2021,403,4.84,
Garcia, Robel,596825,2021,117,4.37,
Choi, Ji-Man,596847,2021,305,4.55,
Bradley Jr., Jackie,598265,2021,428,4.42,
La Stella, Tommy,600303,2021,242,4.64,
Severino, Pedro,600474,2021,419,4.57,
Nunez, Renato,600524,2021,55,,
Candelario, Jeimer,600869,2021,626,4.51,
Daza, Yonathan,602074,2021,331,4.33,
Urias, Ramon,602104,2021,296,4.54,
Rondon, Jose,602922,2021,90,4.5,
Ahmed, Nick,605113,2021,473,4.46,
Anderson, Brian,605119,2021,264,4.48,
Barnes, Austin,605131,2021,225,4.57,
Bell, Josh,605137,2021,568,4.66,
Betts, Mookie,605141,2021,550,4.46,
Caratini, Victor,605170,2021,356,4.75,
Davis, J.D.,605204,2021,211,4.61,
Garcia, Aramis,605244,2021,94,4.79,
Musgrove, Joe,605397,2021,57,,
Nola, Aaron,605400,2021,63,,
Panik, Joe,605412,2021,257,4.53,
Perez, Michael,605421,2021,231,4.75,
Woodruff, Brandon,605540,2021,58,,
Zimmer, Bradley,605548,2021,348,4.21,
Castro, Harold,605612,2021,339,4.57,
Arcia, Orlando,606115,2021,89,4.61,
Tapia, Raimel,606132,2021,533,4.21,
Aquino, Aristides,606157,2021,204,4.46,
Hernandez, Teoscar,606192,2021,595,4.34,
Mercedes, Yermin,606213,2021,262,4.6,
Peraza, Jose,606299,2021,154,4.44,
Marte, Ketel,606466,2021,374,4.52,
Greiner, Grayson,606988,2021,82,4.69,
Haase, Eric,606992,2021,381,4.5,
Nimmo, Brandon,607043,2021,386,4.2,
Peterson, Jace,607054,2021,302,4.33,
Turner, Trea,607208,2021,646,4.13,
Smith, Kevan,607345,2021,106,4.82,
Beaty, Matt,607461,2021,234,4.47,
Blandino, Alex,607468,2021,82,4.9,
Pillar, Kevin,607680,2021,347,4.4,
Stallings, Jacob,607732,2021,427,4.89,
Ramirez, Jose,608070,2021,636,4.34,
Bregman, Alex,608324,2021,400,4.68,
Fried, Max,608331,2021,67,,
Gallo, Joey,608336,2021,616,4.53,
Kelly, Carson,608348,2021,359,4.8,
Seager, Corey,608369,2021,409,4.6,
Winker, Jesse,608385,2021,485,4.67,
Marquez, German,608566,2021,60,,
Mazara, Nomar,608577,2021,181,4.53,
Murphy, Tom,608596,2021,325,4.61,
Jankowski, Travis,608671,2021,157,4.22,
Mayfield, Jack,608686,2021,290,4.38,
Plawecki, Kevin,608700,2021,173,4.71,
Refsnyder, Rob,608701,2021,157,4.44,
Mondesi, Adalberto,609275,2021,136,,
Andujar, Miguel,609280,2021,162,4.45,
Vosler, Jason,613564,2021,82,4.59,
Cordero, Franchy,614173,2021,136,4.25,
Reyes, Franmil,614177,2021,466,4.76,
Torrens, Luis,620443,2021,378,4.61,
Robertson, Daniel,621002,2021,90,4.75,
Martin Jr., Richie,621006,2021,105,4.21,
Schrock, Max,621011,2021,134,4.33,
Swanson, Dansby,621020,2021,653,4.31,
Newman, Kevin,621028,2021,554,4.35,
Taylor, Chris,621035,2021,582,4.34,
Correa, Carlos,621043,2021,640,4.53,
Buehler, Walker,621111,2021,82,,
Dahl, David,621311,2021,220,4.32,
Phillips, Brett,621433,2021,292,4.16,
Taylor, Tyrone,621438,2021,271,4.47,
Buxton, Byron,621439,2021,254,4,
Brinson, Lewis,621446,2021,290,4.33,
Bolt, Skye,621450,2021,60,,
Duggar, Steven,621453,2021,297,4.3,
Rios, Edwin,621458,2021,60,4.5,
Stewart, DJ,621466,2021,318,4.48,
Ward, Taylor,621493,2021,237,4.38,
Mathisen, Wyatt,621500,2021,51,,
Nido, Tomas,621512,2021,161,4.81,
Wisdom, Patrick,621550,2021,375,4.42,
Wendle, Joey,621563,2021,501,4.3,
Olson, Matt,621566,2021,673,4.65,
Jones, Taylor,622100,2021,108,4.76,
Duffy, Matt,622110,2021,322,4.66,
Walton, Donovan,622268,2021,69,,
Castillo, Luis,622491,2021,59,,
Margot, Manuel,622534,2021,464,4.27,
Reyes, Pablo,622569,2021,87,4.5,
Senzatela, Antonio,622608,2021,51,,
Reyes, Victor,622682,2021,220,4.35,
Mateo, Jorge,622761,2021,209,4.12,
Velazquez, Andrew,623205,2021,68,,
Bote, David,623520,2021,327,4.47,
Ramirez, Harold,623912,2021,361,4.33,
Santander, Anthony,623993,2021,438,4.69,
Alonso, Pete,624413,2021,637,4.59,
Arroyo, Christian,624414,2021,181,4.44,
Biggio, Cavan,624415,2021,294,4.41,
Conforto, Michael,624424,2021,479,4.52,
Frazier, Adam,624428,2021,639,4.42,
Trevino, Jose,624431,2021,302,4.86,
Gordon, Nick,624503,2021,216,4.43,
McGuire, Reese,624512,2021,217,4.54,
Nunez, Dom,624513,2021,263,4.72,
Soler, Jorge,624585,2021,602,4.67,
Sosa, Edmundo,624641,2021,326,4.3,
Heredia, Guillermo,628338,2021,347,4.36,
Hernandez, Yadiel,628450,2021,289,4.64,
Ibanez, Andy,628451,2021,272,4.33,
Urias, Julio,628711,2021,70,,
Cronenworth, Jake,630105,2021,643,4.26,
Frazier, Jackson,640449,2021,218,4.62,
Meadows, Austin,640457,2021,591,4.4,
Mercado, Oscar,640458,2021,238,4.37,
Pinder, Chad,640461,2021,233,4.59,
Anderson, Tim,641313,2021,551,4.32,
Bauers, Jake,641343,2021,315,4.42,
Bellinger, Cody,641355,2021,350,4.24,
Calhoun, Willie,641432,2021,284,4.63,
Collins, Zack,641470,2021,231,4.71,
Crawford, J.P.,641487,2021,687,4.41,
Davis, Jonathan,641505,2021,103,4.34,
Dozier, Hunter,641531,2021,543,4.44,
Engel, Adam,641553,2021,140,4.16,
Fargas, Johneshwy,641561,2021,54,4.47,
Fraley, Jake,641584,2021,265,4.3,
Garver, Mitch,641598,2021,243,4.69,
Guillorme, Luis,641645,2021,156,4.47,
Hampson, Garrett,641658,2021,494,4.18,
Heim, Jonah,641680,2021,285,4.73,
Lewis, Kyle,641786,2021,147,4.46,
Locastro, Tim,641796,2021,156,4.07,
Mahle, Tyler,641816,2021,66,4.68,
Mancini III, Trey,641820,2021,616,4.65,
Martin, Jason,641829,2021,154,4.39,
McKinney, Billy,641856,2021,300,4.36,
McMahon, Ryan,641857,2021,596,4.58,
Neuse, Sheldon,641914,2021,66,,
O'Neill, Tyler,641933,2021,537,4.23,
Sisco, Chance,642082,2021,83,,
Smith, Dominic,642086,2021,493,4.47,
Tellez, Rowdy,642133,2021,325,4.77,
Valaika, Pat,642162,2021,281,4.51,
VanMeter, Josh,642165,2021,310,4.4,
Wade, Tyler,642180,2021,145,4.14,
White, Eli,642201,2021,220,4.16,
Williams, Justin,642211,2021,137,4.69,
Wong, Kean,642221,2021,66,4.38,
Mejia, Francisco,642336,2021,277,4.36,
Sierra, Magneuris,642423,2021,225,4.04,
Rosario, Amed,642708,2021,588,4.2,
Adames, Willy,642715,2021,555,4.4,
Gutierrez, Kelvin,642721,2021,295,4.37,
Alcantara, Sergio,642727,2021,255,4.54,
Estrada, Thairo,642731,2021,132,4.31,
Leyba, Domingo,642736,2021,96,,
Wynns, Austin,642851,2021,139,4.89,
Benintendi, Andrew,643217,2021,538,4.39,
Cooper, Garrett,643265,2021,250,4.63,
Craig, Will,643269,2021,65,4.75,
Dubon, Mauricio,643289,2021,187,4.35,
Jansen, Danny,643376,2021,205,4.48,
Kemp, Tony,643393,2021,397,4.42,
Kiner-Falefa, Isiah,643396,2021,677,4.29,
Long Jr., Shed,643418,2021,121,4.43,
McNeil, Jeff,643446,2021,426,4.17,
Schwindel, Frank,643524,2021,259,4.54,
Tauchman, Mike,643565,2021,191,4.34,
Chang, Yu,644374,2021,251,4.53,
Alcantara, Sandy,645261,2021,64,,
Albies, Ozzie,645277,2021,686,4.11,
Robles, Victor,645302,2021,369,4.41,
Ford, Mike,645801,2021,72,,
Devers, Rafael,646240,2021,664,4.38,
Naylor, Josh,647304,2021,250,4.6,
Toro, Abraham,647351,2021,375,4.3,
Diaz, Aledmys,649557,2021,319,4.37,
Urias, Luis,649966,2021,570,4.63,
Diaz, Lewin,650331,2021,128,,
Arraez, Luis,650333,2021,479,4.42,
Jimenez, Eloy,650391,2021,231,4.46,
Torres, Gleyber,650402,2021,516,4.51,
Castro, Willi,650489,2021,450,4.24,
Diaz, Yandy,650490,2021,541,4.59,
De La Cruz, Bryan,650559,2021,219,4.5,
Rengifo, Luis,650859,2021,190,4.26,
Pozo, Yohel,650968,2021,77,4.82,
Adams, Riley,656180,2021,120,4.65,
Bradley, Bobby,656252,2021,279,4.47,
Chapman, Matt,656305,2021,622,4.44,
Chavis, Michael,656308,2021,124,4.38,
Diaz, Isan,656371,2021,278,4.69,
Ellis, Drew,656403,2021,83,,
Hill, Derek,656537,2021,150,4.19,
Hilliard, Sam,656541,2021,238,4.24,
Hoskins, Rhys,656555,2021,443,4.64,
Jackson, Alex,656577,2021,151,,
Joe, Connor,656582,2021,211,4.53,
Luplow, Jordan,656669,2021,193,4.43,
McKinstry, Zach,656716,2021,172,4.31,
Mullins II, Cedric,656775,2021,675,4.17,
O'Hearn, Ryan,656811,2021,254,4.5,
Peters, DJ,656847,2021,240,4.28,
Rivera, Emmanuel,656896,2021,98,,
Schwarber, Kyle,656941,2021,471,4.43,
Smith, Pavin,656976,2021,545,4.49,
Thomas, Lane,657041,2021,264,4.36,
Tucker, Cole,657061,2021,131,4.33,
Verdugo, Alex,657077,2021,604,4.32,
White, Evan,657108,2021,104,4.42,
Alvarez, Eddy,657193,2021,74,,
Webb, Logan,657277,2021,53,,
O'Grady, Brian,657434,2021,61,,
DeJong, Paul,657557,2021,402,4.5,
Laureano, Ramon,657656,2021,378,4.38,
Sheets, Gavin,657757,2021,179,4.49,
Fuentes, Joshua,658069,2021,284,4.44,
Olivares, Edward,658668,2021,111,4.29,
Moncada, Yoan,660162,2021,616,4.33,
Ohtani, Shohei,660271,2021,639,4.09,
Tsutsugo, Yoshi,660294,2021,262,4.56,
Arauz, Jonathan,660620,2021,75,,
Hernandez, Yonny,660634,2021,166,4.52,
Acuna Jr., Ronald,660670,2021,360,4.23,
Ruiz, Keibert,660688,2021,96,4.64,
Sanchez, Jesus,660821,2021,251,4.35,
Park, Hoy,660829,2021,150,4.19,
Contreras, William,661388,2021,185,4.53,
Varsho, Daulton,662139,2021,315,4.2,
Jones, Jahmai,663330,2021,72,4.35,
Nootbaar, Lars,663457,2021,124,4.28,
Hoerner, Nico,663538,2021,170,4.28,
Riley, Austin,663586,2021,662,4.49,
Madrigal, Nick,663611,2021,215,4.29,
Larnach, Trevor,663616,2021,301,4.61,
Mountcastle, Ryan,663624,2021,586,4.44,
McKenna, Ryan,663630,2021,197,4.24,
Hayes, Ke'Bryan,663647,2021,396,4.4,
Tucker, Kyle,663656,2021,567,4.41,
Cameron, Daz,663662,2021,115,4.46,
India, Jonathan,663697,2021,631,4.4,
Raleigh, Cal,663728,2021,148,4.5,
Grisham, Trent,663757,2021,527,4.34,
Vierling, Matt,663837,2021,77,4.4,
Stephenson, Tyler,663886,2021,402,4.58,
Williams, Luke,663897,2021,108,4.3,
Rodgers, Brendan,663898,2021,415,4.49,
Lowe, Nathaniel,663993,2021,642,4.37,
Happ, Ian,664023,2021,535,4.38,
France, Ty,664034,2021,650,4.78,
Lowe, Brandon,664040,2021,615,4.33,
Bader, Harrison,664056,2021,401,4.21,
Stevenson, Andrew,664057,2021,213,4.21,
Fletcher, David,664058,2021,665,4.34,
Haggerty, Sam,664059,2021,94,4.27,
Moore, Dylan,664238,2021,377,4.38,
Garlick, Kyle,664247,2021,107,4.67,
Straw, Myles,664702,2021,638,4.12,
Isbel, Kyle,664728,2021,83,,
Bohm, Alec,664761,2021,417,4.54,
Wade Jr., LaMonte,664774,2021,381,4.64,
Tom, Ka'ai,664789,2021,133,4.24,
Mazeika, Patrick,664850,2021,87,4.45,
Zavala, Seby,664874,2021,104,,
Mendick, Danny,664901,2021,186,4.56,
Brown, Seth,664913,2021,307,4.44,
McCarthy, Jake,664983,2021,70,,
Walsh, Jared,665120,2021,585,4.43,
Maton, Nick,665155,2021,131,4.42,
Celestino, Gilberto,665482,2021,62,4.44,
Tatis Jr., Fernando,665487,2021,546,4.26,
Guerrero Jr., Vladimir,665489,2021,698,4.62,
Pache, Cristian,665506,2021,68,4.36,
Marchan, Rafael,665561,2021,56,,
Soto, Juan,665742,2021,654,4.33,
Taveras, Leody,665750,2021,185,4.16,
Chisholm Jr., Jazz,665862,2021,507,4.12,
Gimenez, Andres,665926,2021,210,4.2,
Kirilloff, Alex,666135,2021,231,4.34,
Lux, Gavin,666158,2021,381,4.18,
Rortvedt, Ben,666163,2021,98,4.55,
Adell, Jo,666176,2021,140,4.28,
Bichette, Bo,666182,2021,690,4.4,
Carlson, Dylan,666185,2021,619,4.37,
Kieboom, Carter,666198,2021,249,4.56,
Trammell, Taylor,666211,2021,178,4.28,
Castro, Rodolfo,666801,2021,93,,
Dalbec, Bobby,666915,2021,453,4.46,
Garcia, Adolis,666969,2021,622,4.32,
Gurriel Jr., Lourdes,666971,2021,541,4.53,
Rooker Jr., Brent,667670,2021,213,4.57,
Arozarena, Randy,668227,2021,604,4.25,
Barrera, Tres,668663,2021,107,4.9,
Rogers, Jake,668670,2021,127,,
Baddoo, Akil,668731,2021,461,4.13,
Knizner, Andrew,668800,2021,185,4.76,
Reynolds, Bryan,668804,2021,646,4.28,
Rojas, Josh,668942,2021,550,4.33,
Marsh, Brandon,669016,2021,260,4.26,
Burnes, Corbin,669203,2021,59,,
Murphy, Sean,669221,2021,448,4.69,
Senzel, Nick,669222,2021,124,4.37,
Edman, Tommy,669242,2021,691,4.22,
Solak, Nick,669256,2021,511,4.23,
Smith, Will,669257,2021,501,4.47,
Johnson, Daniel,669288,2021,81,,
Espinal, Santiago,669289,2021,246,4.33,
Hiura, Keston,669374,2021,197,4.59,
Hays, Austin,669720,2021,529,4.42,
Lopez, Nicky,670032,2021,565,4.19,
Raley, Luke,670042,2021,72,,
Short, Zack,670097,2021,184,4.31,
Rojas, Jose,670351,2021,184,4.34,
Young, Andrew,670370,2021,104,4.59,
Alvarez, Yordan,670541,2021,598,4.51,
Paredes, Isaac,670623,2021,85,4.75,
Brosseau, Mike,670712,2021,169,4.44,
Walls, Taylor,670764,2021,176,4.3,
Garcia, Luis,671277,2021,247,4.34,
Kelenic, Jarred,672284,2021,377,4.45,
Kirk, Alejandro,672386,2021,189,4.91,
Marcano, Tucupita,672779,2021,50,4.25,
Robert, Luis,673357,2021,296,4.41,
Akiyama, Shogo,673451,2021,183,4.1,
Kim, Ha-Seong,673490,2021,298,4.39,
Clement, Ernie,676391,2021,133,4.3,
Barrero, Jose,676480,2021,56,,
Meyers, Jake,676694,2021,163,4.33,
Trejo, Alan,676701,2021,50,,
McCormick, Chas,676801,2021,320,4.32,
Franco, Wander,677551,2021,308,4.24,
Duran, Jarren,680776,2021,112,4.17,
Jeffers, Ryan,680777,2021,293,4.75,
Miller, Owen,680911,2021,202,4.32,
Vaughn, Andrew,683734,2021,469,4.66,