last_name, first_name,player_id,year,p_game,p_formatted_ip,p_total_pitches,
Hill, Garrett,682051,2022,17,60.1,1019,
Murfee, Penn,682171,2022,64,69.1,1003,
Pepiot, Ryan,686752,2022,9,36.1,737,
Brieske, Beau,689225,2022,15,81.2,1287,
Elder, Bryce,693821,2022,10,54.0,873,
Wainwright, Adam,425794,2021,32,206.1,3068,
Greinke, Zack,425844,2021,30,171.0,2577,
Santana, Ervin,429722,2021,38,65.1,1063,
Petit, Yusmeiro,433589,2021,78,78.0,1082,
Jansen, Kenley,445276,2021,69,69.0,1071,
Detwiler, Ross,446321,2021,53,52.1,888,
Kluber, Corey,446372,2021,16,80.0,1338,
Hill, Rich,448179,2021,32,158.2,2496,
Doolittle, Sean,448281,2021,56,49.2,866,
Guerra, Junior,448855,2021,41,65.1,1225,
Morton, Charlie,450203,2021,33,185.2,2987,
Davis, Wade,451584,2021,40,42.2,769,
Lester, Jon,452657,2021,28,141.1,2380,
Kennedy, Ian,453178,2021,55,56.1,899,
Miller, Andrew,453192,2021,40,36.0,620,
Watson, Tony,453265,2021,62,57.1,866,
Bard, Daniel,453268,2021,67,65.2,1217,
LeBlanc, Wade,453281,2021,18,49.0,794,
Parker, Blake,453284,2021,47,43.2,713,
Scherzer, Max,453286,2021,30,179.1,2821,
Melancon, Mark,453343,2021,64,64.2,1053,
Arrieta, Jake,453562,2021,24,98.2,1746,
Martin, Chris,455119,2021,46,43.1,663,
Price, David,456034,2021,39,73.2,1178,
Cueto, Johnny,456501,2021,22,114.2,1878,
Happ, J.A.,457918,2021,30,152.1,2674,
Lynn, Lance,458681,2021,28,157.0,2608,
Tomlin, Josh,458708,2021,35,49.1,808,
McGee, Jake,459429,2021,62,59.2,878,
Soria, Joakim,465657,2021,41,37.1,605,
Chacin, Jhoulys,468504,2021,46,64.1,1070,
Carrasco, Carlos,471911,2021,12,53.2,889,
Anderson, Brett,474463,2021,24,96.0,1508,
Luetge, Lucas,476595,2021,57,72.1,1241,
Kershaw, Clayton,477132,2021,22,121.2,1806,
Miley, Wade,489119,2021,28,163.0,2592,
Romo, Sergio,489265,2021,66,61.2,1043,
Stammen, Craig,489334,2021,67,88.1,1308,
Valdez, Cesar,491624,2021,39,46.0,757,
Ottavino, Adam,493603,2021,69,62.0,1146,
Guerra, Deolis,500610,2021,53,65.2,1086,
Quintana, Jose,500779,2021,29,63.0,1240,
Pineda, Michael,501381,2021,22,109.1,1707,
Alvarez, Jose,501625,2021,67,64.2,970,
Smith, Joe,501925,2021,50,39.2,650,
Minor, Mike,501985,2021,28,158.2,2621,
Gibson, Kyle,502043,2021,31,182.0,2881,
Cobb, Alex,502171,2021,18,93.1,1579,
Espino, Paolo,502179,2021,35,109.2,1735,
Boxberger, Brad,502202,2021,71,64.2,1074,
Cahill, Trevor,502239,2021,9,37.0,665,
Anderson, Chase,502624,2021,14,48.0,852,
Holland, Derek,502706,2021,39,49.2,835,
Peralta, Wily,503449,2021,19,93.2,1554,
Dolis, Rafael,503569,2021,39,32.0,605,
Darvish, Yu,506433,2021,30,166.1,2769,
Colome, Alex,517008,2021,67,65.0,1102,
Bumgarner, Madison,518516,2021,26,146.1,2294,
Cishek, Steve,518553,2021,74,68.1,1255,
Diekman, Jake,518617,2021,67,60.2,1118,
Duffy, Danny,518633,2021,13,61.0,1009,
Harvey, Matt,518774,2021,28,127.2,2232,
Holland, Greg,518813,2021,57,55.2,997,
Kelly, Merrill,518876,2021,27,158.0,2425,
Kimbrel, Craig,518886,2021,63,59.2,1008,
Moore, Matt,519043,2021,24,73.0,1254,
Pressly, Ryan,519151,2021,64,64.0,956,
Sale, Chris,519242,2021,9,42.2,736,
Smith, Will,519293,2021,71,68.0,1079,
Strickland, Hunter,519326,2021,57,58.2,981,
Hendriks, Liam,521230,2021,69,71.0,1131,
Kelly, Joe,523260,2021,48,44.0,712,
Perez, Martin,527048,2021,36,114.0,1860,
Castellanos, Humberto,528748,2021,14,45.2,726,
Shoemaker, Matt,533167,2021,16,60.1,1064,
Cisnero, Jose,542585,2021,67,61.2,1067,
Anderson, Tyler,542881,2021,31,167.0,2602,
Andriese, Matt,542882,2021,34,48.1,855,
Armstrong, Shawn,542888,2021,31,36.0,685,
Bass, Anthony,542914,2021,70,61.1,959,
Bleier, Richard,542947,2021,68,58.0,685,
Cole, Gerrit,543037,2021,30,181.1,2969,
DeSclafani, Anthony,543101,2021,31,167.2,2558,
Eovaldi, Nathan,543135,2021,32,182.1,2927,
Gray, Sonny,543243,2021,26,135.1,2228,
Hand, Brad,543272,2021,68,64.2,1076,
Hendricks, Kyle,543294,2021,32,181.0,2809,
Hudson, Daniel,543339,2021,54,51.2,865,
Lyles, Jordan,543475,2021,32,180.0,2964,
May, Trevor,543507,2021,68,62.2,1117,
McHugh, Collin,543521,2021,37,64.0,972,
Odorizzi, Jake,543606,2021,24,104.2,1847,
Shaw, Bryan,543766,2021,81,77.1,1367,
Familia, Jeurys,544727,2021,65,59.1,1017,
Bauer, Trevor,545333,2021,17,107.2,1787,
Kim, Kwang Hyun,547942,2021,27,106.2,1784,
Ryu, Hyun Jin,547943,2021,31,169.0,2689,
Chapman, Aroldis,547973,2021,61,56.1,1004,
Raley, Brooks,548384,2021,58,49.0,865,
Stripling, Ross,548389,2021,24,101.1,1686,
Kittredge, Andrew,552640,2021,57,71.2,982,
Garcia, Yimi,554340,2021,62,57.2,943,
Wheeler, Zack,554430,2021,32,213.1,3205,
Matzek, Tyler,554431,2021,69,63.0,1065,
Rodriguez, Joely,570257,2021,52,46.1,775,
Valdez, Phillips,570488,2021,28,40.0,684,
Urena, Jose,570632,2021,26,100.2,1695,
Robles, Hansel,570663,2021,72,69.0,1185,
Cessa, Luis,570666,2021,53,64.2,949,
Boyd, Matthew,571510,2021,15,78.2,1273,
Brothers, Rex,571521,2021,57,53.0,998,
Corbin, Patrick,571578,2021,31,171.2,2750,
Farmer, Buck,571656,2021,36,35.1,726,
Floro, Dylan,571670,2021,68,64.0,1076,
Givens, Mychal,571710,2021,54,51.0,873,
Heaney, Andrew,571760,2021,30,129.2,2330,
Loup, Aaron,571901,2021,65,56.2,833,
Matz, Steven,571927,2021,29,150.2,2557,
Mikolas, Miles,571945,2021,9,44.2,709,
Richards, Garrett,572070,2021,40,136.2,2331,
Smith, Burch,572143,2021,31,43.1,678,
Tepera, Ryan,572193,2021,65,61.1,948,
Johnson, Pierce,572955,2021,63,58.2,1045,
Keuchel, Dallas,572971,2021,32,162.0,2726,
Mantiply, Joe,573009,2021,57,39.2,621,
Rogers, Taylor,573124,2021,40,40.1,642,
Stroman, Marcus,573186,2021,33,179.0,2741,
Thielbar, Caleb,573204,2021,59,64.0,1106,
Minaya, Juan,573668,2021,29,40.0,659,
Kikuchi, Yusei,579328,2021,29,157.0,2562,
Foltynewicz, Mike,592314,2021,28,139.0,2236,
Gausman, Kevin,592332,2021,33,192.0,3002,
Gonzalez, Chi Chi,592346,2021,24,101.2,1635,
Gray, Jon,592351,2021,29,149.0,2537,
Hembree, Heath,592390,2021,60,58.0,1090,
Jackson, Luke,592426,2021,71,63.2,1055,
Plutko, Adam,592644,2021,38,56.1,1014,
Ray, Robbie,592662,2021,32,193.1,3141,
Sanchez, Aaron,592717,2021,9,35.1,595,
Shreve, Chasen,592741,2021,57,56.1,935,
Smith, Caleb,592761,2021,45,113.2,2067,
Smyly, Drew,592767,2021,29,126.2,2139,
Stanek, Ryne,592773,2021,72,68.1,1166,
Taillon, Jameson,592791,2021,29,144.1,2372,
Velasquez, Vince,592826,2021,25,94.1,1750,
Walker, Taijuan,592836,2021,30,159.0,2547,
Williams, Trevor,592866,2021,23,91.0,1537,
Rodriguez, Richard,593144,2021,64,64.1,944,
German, Domingo,593334,2021,22,98.1,1579,
Martinez, Carlos,593372,2021,16,82.1,1281,
Montas, Frankie,593423,2021,32,187.0,3028,
Neris, Hector,593576,2021,74,74.1,1243,
Suero, Wander,593833,2021,45,42.2,761,
Rodriguez, Eduardo,593958,2021,32,157.2,2721,
Peralta, Wandy,593974,2021,56,51.0,808,
Mayers, Mike,594577,2021,72,75.0,1236,
deGrom, Jacob,594798,2021,15,92.0,1226,
Gonzales, Marco,594835,2021,25,143.1,2324,
Ponce de Leon, Daniel,594965,2021,24,33.1,653,
Treinen, Blake,595014,2021,72,72.1,1095,
Winkler, Dan,595465,2021,47,39.2,787,
Curtiss, John,595928,2021,41,44.1,703,
Junis, Jakob,596001,2021,16,39.1,627,
Norris, Daniel,596057,2021,56,57.0,989,
Stephenson, Robert,596112,2021,49,46.0,767,
Weaver, Luke,596133,2021,13,65.2,1109,
Gomber, Austin,596295,2021,23,115.1,1851,
Barnes, Matt,598264,2021,60,54.2,919,
Machado, Andres,600921,2021,40,35.2,627,
Pivetta, Nick,601713,2021,31,155.0,2745,
Barlow, Scott,605130,2021,71,74.1,1223,
Bassitt, Chris,605135,2021,27,157.1,2381,
Bradley, Archie,605151,2021,53,51.0,921,
Bundy, Dylan,605164,2021,23,90.2,1524,
Chafin, Andrew,605177,2021,71,68.2,947,
Davies, Zach,605200,2021,32,148.0,2577,
Fulmer, Michael,605242,2021,52,69.2,1183,
Holmes, Clay,605280,2021,69,70.0,1124,
Houser, Adrian,605288,2021,28,142.1,2352,
Lopez, Jorge,605347,2021,33,121.2,2166,
Musgrove, Joe,605397,2021,32,181.1,2938,
Nola, Aaron,605400,2021,32,180.2,2971,
Romano, Jordan,605447,2021,62,63.0,1031,
Ross, Joe,605452,2021,20,108.0,1700,
Snell, Blake,605483,2021,27,128.2,2347,
Springs, Jeffrey,605488,2021,43,44.2,751,
Thompson, Zach,605507,2021,26,75.0,1194,
Turnbull, Spencer,605513,2021,9,50.0,775,
Wendelken, J.B.,605525,2021,46,43.2,749,
Wisler, Matt,605538,2021,48,48.2,787,
Woodruff, Brandon,605540,2021,30,179.1,2810,
Gallegos, Giovanny,606149,2021,73,80.1,1236,
Montero, Rafael,606160,2021,44,49.1,872,
Payamps, Joel,606303,2021,37,50.1,826,
Garcia, Jarlin,606424,2021,58,68.2,1002,
Rodon, Carlos,607074,2021,24,132.2,2219,
Faria, Jake,607188,2021,23,32.2,639,
Glasnow, Tyler,607192,2021,14,88.0,1339,
Fedde, Erick,607200,2021,29,133.1,2410,
Gant, John,607231,2021,39,110.0,1975,
Garrett, Amir,607237,2021,63,47.2,828,
Patton, Spencer,607359,2021,42,42.1,705,
Banda, Anthony,607455,2021,30,33.2,610,
Bummer, Aaron,607481,2021,62,56.1,962,
Freeland, Kyle,607536,2021,23,120.2,1886,
Howard, Sam,607572,2021,54,45.0,846,
Lugo, Seth,607625,2021,46,46.1,730,
Means, John,607644,2021,26,146.2,2328,
Estevez, Carlos,608032,2021,64,61.2,1007,
De Jong, Chase,608328,2021,9,43.2,775,
Fried, Max,608331,2021,28,165.2,2558,
Funkhouser, Kyle,608335,2021,57,68.1,1189,
Giolito, Lucas,608337,2021,31,178.2,2970,
Irvin, Cole,608344,2021,32,178.1,2682,
Sims, Lucas,608371,2021,47,47.0,815,
Wacha, Michael,608379,2021,29,124.2,1974,
Marquez, German,608566,2021,32,180.0,2788,
Chargois, JT,608638,2021,56,53.2,876,
Duffey, Tyler,608648,2021,64,62.1,1053,
Graveman, Kendall,608665,2021,53,56.0,871,
Leone, Dominic,608678,2021,57,53.2,851,
Steckenrider, Drew,608716,2021,62,67.2,1008,
Stratton, Chris,608717,2021,68,79.1,1374,
Suter, Brent,608718,2021,61,73.1,1221,
Voth, Austin,608723,2021,49,57.1,1021,
Castro, Miguel,612434,2021,69,70.1,1228,
Adams, Austin,613534,2021,65,52.2,962,
Ruiz, Jose,614179,2021,59,65.0,1037,
Quantrill, Cal,615698,2021,40,149.2,2357,
Sawamura, Hirokazu,617228,2021,55,53.0,945,
Reyes, Alex,621052,2021,69,72.1,1249,
Kaprielian, James,621076,2021,24,119.1,2024,
Eflin, Zach,621107,2021,18,105.2,1615,
Buehler, Walker,621111,2021,33,207.2,3152,
Blackburn, Paul,621112,2021,9,38.1,681,
Burr, Ryan,621114,2021,34,36.2,593,
McCullers Jr., Lance,621121,2021,28,162.1,2788,
Mills, Alec,621219,2021,32,119.0,1936,
Alvarado, Jose,621237,2021,64,55.2,1045,
Diaz, Edwin,621242,2021,63,62.2,999,
Berrios, Jose,621244,2021,32,192.0,3043,
Underwood Jr., Duane,621249,2021,43,72.2,1177,
Wittgren, Nick,621295,2021,60,62.1,1018,
Minter, A.J.,621345,2021,61,52.1,876,
Clay, Sam,621348,2021,58,45.0,803,
Hearn, Taylor,621368,2021,42,104.1,1726,
Young, Alex,622065,2021,40,52.0,912,
Wood, Alex,622072,2021,26,138.2,2195,
Almonte, Yency,622075,2021,48,47.2,871,
Zimmer, Kyle,622092,2021,52,54.0,934,
Smith, Drew,622098,2021,31,41.1,610,
Sborz, Josh,622250,2021,63,59.0,1079,
Staumont, Josh,622251,2021,64,65.2,1096,
Tate, Dillon,622253,2021,62,67.2,1042,
Castillo, Luis,622491,2021,33,187.2,3164,
Crismatt, Nabil,622503,2021,45,81.1,1337,
Senzatela, Antonio,622608,2021,28,156.2,2405,
Hernandez, Elieser,622694,2021,11,51.2,818,
Diaz, Miguel,622766,2021,25,42.0,695,
Sewald, Paul,623149,2021,62,64.2,1104,
Flexen, Chris,623167,2021,31,179.2,2811,
Hader, Josh,623352,2021,60,58.2,964,
Suarez, Ranger,624133,2021,39,106.0,1614,
Thompson, Keegan,624522,2021,32,53.1,966,
Gonzalez, Victor,624647,2021,44,35.1,557,
Lopez, Reynaldo,625643,2021,20,57.2,938,
Maeda, Kenta,628317,2021,21,106.1,1775,
Iglesias, Raisel,628452,2021,65,70.0,1059,
Urias, Julio,628711,2021,32,185.2,2786,
Crowe, Wil,640444,2021,26,116.2,2171,
Finnegan, Kyle,640448,2021,68,66.0,1209,
Manaea, Sean,640455,2021,32,179.1,2980,
Alzolay, Adbert,640470,2021,29,125.2,1955,
Lopez, Pablo,641154,2021,20,102.2,1669,
Alexander, Tyler,641302,2021,41,106.1,1640,
Bickford, Phil,641360,2021,57,51.1,776,
Bowden, Ben,641386,2021,39,35.2,674,
Brentz, Jake,641394,2021,72,64.0,1106,
Brogdon, Connor,641401,2021,56,57.2,923,
Cortes Jr., Nestor,641482,2021,22,93.0,1524,
Dunning, Dane,641540,2021,27,117.2,1909,
Foster, Matt,641582,2021,37,39.0,729,
Jimenez, Joe,641729,2021,52,45.1,866,
Kay, Anthony,641743,2021,11,33.2,649,
Keller, Brad,641745,2021,26,133.2,2348,
Kinley, Tyler,641755,2021,70,70.1,1143,
Kuhl, Chad,641771,2021,28,80.1,1436,
Lauer, Eric,641778,2021,24,118.2,1956,
Littell, Zack,641793,2021,63,61.2,993,
Mahle, Tyler,641816,2021,33,180.0,3196,
Mayza, Tim,641835,2021,61,53.0,841,
Ober, Bailey,641927,2021,20,92.1,1476,
Pagan, Emilio,641941,2021,67,63.1,1098,
Rogers, Josh,642028,2021,6,35.2,533,
Smith, Riley,642092,2021,24,67.1,1071,
Sulser, Cole,642121,2021,60,63.1,1070,
Taylor, Blake,642130,2021,51,42.2,748,
Trivino, Lou,642152,2021,71,73.2,1177,
Widener, Taylor,642203,2021,23,70.1,1216,
Williams, Devin,642207,2021,58,54.0,993,
Yarbrough, Ryan,642232,2021,30,155.0,2488,
Soto, Gregory,642397,2021,62,63.2,1131,
Loaisiga, Jonathan,642528,2021,57,70.2,1085,
Barria, Jaime,642545,2021,13,56.2,917,
Peralta, Freddy,642547,2021,28,144.1,2356,
Santana, Dennis,642701,2021,55,54.2,909,
Cimber, Adam,643256,2021,72,71.2,1022,
Dunn, Justin,643290,2021,11,50.1,870,
Fry, Paul,643316,2021,52,47.1,872,
Green, Chad,643338,2021,67,83.2,1312,
Jax, Griffin,643377,2021,18,82.0,1394,
Rogers, Tyler,643511,2021,80,81.0,1129,
Alcantara, Sandy,645261,2021,33,205.2,3095,
Pop, Zach,647315,2021,50,54.2,936,
Wells, Alex,649144,2021,11,42.2,754,
Hernandez, Darwinzon,650382,2021,48,40.0,754,
Mejia, J.C.,650496,2021,17,52.1,982,
Garcia, Bryan,650530,2021,39,39.1,731,
Abreu, Bryan,650556,2021,31,36.0,689,
King, Michael,650633,2021,22,63.1,1009,
Civale, Aaron,650644,2021,21,124.1,1909,
Santana, Edgar,650828,2021,41,42.2,610,
Cabrera, Genesis,650893,2021,71,70.0,1195,
Castillo, Diego,650895,2021,61,58.1,936,
Abreu, Albert,656061,2021,28,36.2,642,
Barnes, Charlie,656212,2021,9,38.0,655,
Bielak, Brandon,656232,2021,28,50.0,835,
Canning, Griffin,656288,2021,14,62.2,1080,
Cease, Dylan,656302,2021,32,165.2,2957,
Coonrod, Sam,656322,2021,42,42.1,712,
Feyereisen, J.P.,656420,2021,55,56.0,987,
Flaherty, Jack,656427,2021,17,78.1,1353,
Gilbert, Tyler,656457,2021,9,40.0,600,
Gilbreath, Lucas,656458,2021,47,42.2,731,
Hentges, Sam,656529,2021,30,68.2,1260,
Hoffman, Jeff,656546,2021,31,73.0,1360,
Holloway, Jordan,656548,2021,13,36.0,664,
Houck, Tanner,656557,2021,18,69.0,1149,
Keller, Mitch,656605,2021,23,100.2,1858,
Kopech, Michael,656629,2021,44,69.1,1154,
Lange, Alex,656638,2021,36,35.2,639,
Martin, Brett,656685,2021,66,62.1,918,
Megill, Tylor,656731,2021,18,89.2,1554,
Montgomery, Jordan,656756,2021,30,157.1,2570,
Newcomb, Sean,656794,2021,32,32.1,673,
Peterson, David,656849,2021,15,66.2,1122,
Rasmussen, Drew,656876,2021,35,76.0,1202,
Scott, Tanner,656945,2021,62,54.0,1032,
Sheffield, Justus,656954,2021,21,80.1,1470,
Steele, Justin,657006,2021,20,57.0,964,
Taylor, Josh,657031,2021,61,47.2,791,
Toussaint, Touki,657053,2021,11,50.0,820,
Watkins, Spenser,657093,2021,16,54.2,960,
Webb, Jacob,657097,2021,34,34.1,568,
Webb, Logan,657277,2021,27,148.1,2214,
Hill, Tim,657612,2021,78,59.2,961,
Lamet, Dinelson,659275,2021,22,47.0,832,
Ohtani, Shohei,660271,2021,23,130.1,2027,
Yang, Hyeon-Jong,660365,2021,12,35.1,592,
Ynoa, Huascar,660623,2021,18,91.0,1482,
Suarez, Jose,660761,2021,23,98.1,1650,
Graterol, Brusdar,660813,2021,34,33.1,523,
De Los Santos, Enyel,660853,2021,33,35.1,697,
Alcala, Jorge,660896,2021,59,59.2,869,
Gutierrez, Vladimir,661269,2021,22,114.0,1831,
Clase, Emmanuel,661403,2021,71,69.2,1057,
Thornton, Trent,663423,2021,37,49.0,910,
Rainey, Tanner,663432,2021,38,31.2,665,
Bubic, Kris,663460,2021,29,130.0,2202,
Allard, Kolby,663465,2021,32,124.2,2054,
McKenzie, Triston,663474,2021,25,120.0,1975,
Allen, Logan,663531,2021,14,50.1,874,
Mize, Casey,663554,2021,30,150.1,2357,
McClanahan, Shane,663556,2021,25,123.1,1954,
Santillan, Tony,663574,2021,26,43.1,761,
Neidert, Nick,663734,2021,8,35.2,598,
Lynch, Daniel,663738,2021,15,68.0,1257,
Woodford, Jake,663765,2021,26,67.2,1156,
Sandoval, Patrick,663776,2021,17,87.0,1444,
Kowar, Jackson,663804,2021,9,30.1,631,
Singer, Brady,663903,2021,27,128.1,2287,
Paddack, Chris,663978,2021,23,108.1,1869,
Stephan, Trevor,663986,2021,43,63.1,1210,
Gonsolin, Tony,664062,2021,15,55.2,990,
Ponce, Cody,664074,2021,15,38.1,712,
Fairbanks, Pete,664126,2021,47,42.2,774,
Brubaker, JT,664141,2021,24,124.1,1944,
Lucchesi, Joey,664192,2021,11,38.1,646,
Clarke, Taylor,664199,2021,43,43.1,754,
Maton III, Phil,664208,2021,65,66.2,1174,
Valdez, Framber,664285,2021,22,134.2,2090,
Javier, Cristian,664299,2021,36,101.1,1792,
Urquidy, Jose,664353,2021,20,107.0,1631,
Helsley, Ryan,664854,2021,51,47.1,805,
Keller, Kyle,664918,2021,32,33.1,654,
Misiewicz, Anthony,664948,2021,66,54.2,894,
Kremer, Dean,665152,2021,13,53.2,986,
Anderson, Ian,666120,2021,24,128.1,2175,
Garrett, Braxton,666129,2021,8,34.0,604,
Manning, Matt,666159,2021,18,85.1,1421,
Luzardo, Jesus,666200,2021,25,95.1,1727,
Manoah, Alek,666201,2021,20,111.2,1845,
Muller, Kyle,666205,2021,9,36.2,677,
King, John,667463,2021,27,46.0,696,
Plesac, Zach,668676,2021,25,142.2,2205,
Gallen, Zac,668678,2021,23,121.1,2102,
Kranick, Max,668820,2021,9,38.2,674,
Wilson, Bryse,669060,2021,16,74.0,1136,
Zimmermann, Bruce,669145,2021,14,64.1,1105,
Burnes, Corbin,669203,2021,28,167.0,2594,
Akin, Keegan,669211,2021,24,95.0,1768,
Morgan, Eli,669212,2021,18,89.1,1414,
Gilbert, Logan,669302,2021,24,119.1,2125,
Wells, Tyler,669330,2021,44,57.0,894,
Skubal, Tarik,669373,2021,31,149.1,2547,
Rogers, Trevor,669432,2021,25,133.0,2169,
Bieber, Shane,669456,2021,16,96.2,1559,
Bender, Anthony,669622,2021,60,61.1,973,
Long, Sam,669674,2021,12,40.2,732,
White, Mitch,669952,2021,21,46.2,762,
Bednar, David,670280,2021,61,60.2,934,
Oviedo, Johan,670912,2021,14,62.1,1086,
Richards, Trevor,670950,2021,53,64.1,1061,
Hernandez, Carlos,672578,2021,24,85.2,1434,
Patino, Luis,672715,2021,19,77.1,1365,
Karinchak, James,675916,2021,60,55.1,1032,
Howard, Spencer,675921,2021,19,49.2,936,
Heuer, Codi,676051,2021,65,67.1,1049,
Whitlock, Garrett,676477,2021,46,73.1,1150,
Fleming, Josh,676596,2021,26,104.1,1629,
Vest, Will,676684,2021,32,35.0,607,
Peacock, Matt,676840,2021,35,86.1,1323,
de Geus, Brett,676969,2021,47,50.0,911,
Crochet, Garrett,676979,2021,54,54.1,915,
Garcia, Luis,677651,2021,30,155.1,2502,
Weathers, Ryan,677960,2021,30,94.2,1617,
Dobnak, Randy,677976,2021,14,50.2,765,
Gray, Josiah,680686,2021,14,70.2,1213,
Vesia, Alex,681911,2021,41,40.0,651,
Arihara, Kohei,685503,2021,10,40.2,696,