last_name, first_name,player_id,year,b_total_pa,launch_angle_avg,
Franco, Wander,677551,2021,308,9.7,
Duran, Jarren,680776,2021,112,7.8,
Jeffers, Ryan,680777,2021,293,14,
Miller, Owen,680911,2021,202,5.9,
Vaughn, Andrew,683734,2021,469,9.7,
Pujols, Albert,405395,2022,351,16.4,
Cabrera, Miguel,408234,2022,433,5,
Molina, Yadier,425877,2022,270,16.9,
Cano, Robinson,429664,2022,104,5.8,
Suzuki, Kurt,435559,2022,159,24.1,
Cruz Jr., Nelson,443558,2022,507,7.2,
Peralta, David,444482,2022,490,15.1,
Escobar, Alcides,444876,2022,131,15.7,
Longoria, Evan,446334,2022,298,18.2,
Blackmon, Charlie,453568,2022,577,12.4,
Maldonado, Martin,455117,2022,379,14.7,
Chirinos, Robinson,455139,2022,220,17.6,
Cain, Lorenzo,456715,2022,156,3.8,
Solano, Donovan,456781,2022,304,10.7,
McCutchen, Andrew,457705,2022,580,13.2,
Upton, Justin,457708,2022,57,26.5,
Turner, Justin,457759,2022,532,18.4,
Votto, Joey,458015,2022,376,14.2,
Andrus, Elvis,462101,2022,577,11.9,
Santana, Carlos,467793,2022,506,15.4,
Belt, Brandon,474832,2022,298,23.4,
Lowrie, Jed,476704,2022,184,16.3,
Brantley Jr., Michael,488726,2022,277,10.7,
Castro, Jason,488771,2022,88,10,
Gurriel, Yuli,493329,2022,584,14.6,
Rojas, Miguel,500743,2022,507,10.1,
Escobar, Eduardo,500871,2022,542,20.6,
Adrianza, Ehire,501303,2022,110,12.6,
Lagares, Juan,501571,2022,62,14.4,
Pham, Tommy,502054,2022,622,7.7,
Martinez, J.D.,502110,2022,596,14.1,
Goldschmidt, Paul,502671,2022,651,15.7,
Gonzalez, Marwin,503556,2022,207,19.4,
Leon, Sandy,506702,2022,86,21.4,
Altuve, Jose,514888,2022,604,16.1,
Hernandez, Cesar,514917,2022,617,9.3,
Segura, Jean,516416,2022,387,4.3,
Marte, Starling,516782,2022,505,7.5,
Culberson, Charlie,518586,2022,124,5.9,
d'Arnaud, Travis,518595,2022,426,11.8,
Donaldson, Josh,518626,2022,546,12,
Freeman, Freddie,518692,2022,708,13.6,
Grandal, Yasmani,518735,2022,376,12.1,
Heyward, Jason,518792,2022,151,13.1,
LeMahieu, DJ,518934,2022,541,3,
Moustakas, Mike,519058,2022,285,19.4,
Rizzo, Anthony,519203,2022,548,19.3,
Romine, Austin,519222,2022,136,9.5,
Stanton, Giancarlo,519317,2022,452,10.8,
Vogt, Stephen,519390,2022,191,21,
Perez, Salvador,521692,2022,473,17.8,
Flores, Wilmer,527038,2022,602,20.7,
Garcia, Avisail,541645,2022,380,2.8,
Bethancourt, Christian,542194,2022,333,9.4,
Ozuna, Marcell,542303,2022,507,16.5,
Villar, Jonathan,542340,2022,220,-0.7,
Ortega, Rafael,542364,2022,371,17.1,
Aguilar, Jesus,542583,2022,507,19.1,
Berti, Jon,542932,2022,404,4.7,
Crawford, Brandon,543063,2022,458,12.3,
Cron, C.J.,543068,2022,632,14.2,
Gomes, Yan,543228,2022,293,9.4,
Grossman, Robbie,543257,2022,477,21.1,
Harrison, Josh,543281,2022,425,14.7,
Hicks, Aaron,543305,2022,453,14.8,
Higashioka, Kyle,543309,2022,248,17.2,
Hosmer, Eric,543333,2022,419,3.1,
McCann, James,543510,2022,191,16.3,
Miller, Brad,543543,2022,241,14.1,
Nola, Austin,543592,2022,397,12,
Rendon, Anthony,543685,2022,193,18.7,
Semien, Marcus,543760,2022,724,19.9,
Springer III, George,543807,2022,583,13.9,
Strange-Gordon, Dee,543829,2022,59,1.3,
Vazquez, Christian,543877,2022,426,10.7,
Wong, Kolten,543939,2022,497,14,
Gregorius, Didi,544369,2022,232,15.8,
Garcia, Leury,544725,2022,315,6.2,
Vargas, Ildemaro,545121,2022,222,7.4,
Grichuk, Randal,545341,2022,538,8.7,
Marisnick, Jake,545350,2022,82,19.9,
Stassi, Max,545358,2022,375,9.5,
Trout, Mike,545361,2022,499,24.6,
Herrera, Odubel,546318,2022,197,4,
Almora Jr., Albert,546991,2022,235,6.7,
Harper, Bryce,547180,2022,426,11.8,
Perez, Roberto,547379,2022,69,5.4,
Abreu, Jose,547989,2022,679,8,
Diaz, Elias,553869,2022,381,11.1,
Narvaez, Omar,553882,2022,296,17.7,
Astudillo, Willians,553902,2022,55,15.5,
Suarez, Eugenio,553993,2022,629,19.9,
Urshela, Gio,570482,2022,551,11.8,
Schoop, Jonathan,570731,2022,510,9.7,
Arenado, Nolan,571448,2022,620,21.7,
Barnhart, Tucker,571466,2022,308,10.1,
Farmer, Kyle,571657,2022,583,12.7,
Haniger, Mitch,571745,2022,247,18.2,
Hernandez, Enrique,571771,2022,402,17.1,
Lamb, Jake,571875,2022,111,15,
Maile, Luke,571912,2022,206,17,
Muncy, Max,571970,2022,565,20.9,
Myers, Wil,571976,2022,286,13,
Naquin, Tyler,571980,2022,334,14.4,
Owings, Chris,572008,2022,68,10.8,
Piscotty, Stephen,572039,2022,139,10.4,
Pollock, AJ,572041,2022,527,11.6,
Taylor, Michael A.,572191,2022,456,12.1,
Thompson, Trayce,572204,2022,255,16.3,
Voit III, Luke,572228,2022,568,18.4,
Walker, Christian,572233,2022,667,17,
Zunino, Mike,572287,2022,123,20.8,
Carpenter, Matt,572761,2022,154,22.4,
Dickerson, Corey,572816,2022,297,10.6,
Ruf, Darin,573131,2022,388,14.8,
Yastrzemski, Mike,573262,2022,558,19.9,
Contreras, Willson,575929,2022,487,8.5,
Iglesias, Jose,578428,2022,467,6,
Bryant, Kris,592178,2022,181,13.5,
Canha, Mark,592192,2022,542,10.9,
Casali, Curt,592200,2022,176,25.4,
Castellanos, Nick,592206,2022,558,14.6,
Drury, Brandon,592273,2022,568,13.8,
Gamel, Ben,592325,2022,423,11.3,
Judge, Aaron,592450,2022,696,15,
Machado, Manny,592518,2022,644,16,
Moran, Colin,592567,2022,128,10.3,
Pederson, Joc,592626,2022,433,14.8,
Realmuto, J.T.,592663,2022,562,13.1,
Renfroe, Hunter,592669,2022,522,17.7,
Rosario, Eddie,592696,2022,270,15.2,
Simmons, Andrelton,592743,2022,85,1.1,
Yelich, Christian,592885,2022,671,3.6,
Merrifield, Whit,593160,2022,550,15.1,
Bogaerts, Xander,593428,2022,631,10.2,
Alberto, Hanser,593643,2022,159,10.8,
Polanco, Jorge,593871,2022,445,21.7,
Sano, Miguel,593934,2022,71,30,
Calhoun, Kole,594777,2022,424,15.4,
Duvall, Adam,594807,2022,315,23.4,
Gosselin, Phil,594838,2022,77,15,
Kiermaier, Kevin,595281,2022,221,5.3,
Alfaro, Jorge,595751,2022,274,8,
Profar, Jurickson,595777,2022,658,12.9,
Baez, Javier,595879,2022,590,9.6,
Cave, Jake,595909,2022,177,14.4,
Hedges, Austin,595978,2022,338,16.7,
Lindor, Francisco,596019,2022,706,13.8,
Odor, Rougned,596059,2022,472,21.5,
Slater, Austin,596103,2022,325,6.6,
Story, Trevor,596115,2022,396,17.8,
Stubbs, Garrett,596117,2022,121,15.2,
Vogelbach, Daniel,596129,2022,461,15.8,
Sanchez, Gary,596142,2022,471,14,
Kepler, Max,596146,2022,446,11.1,
Quinn, Roman,596451,2022,87,23.3,
Franco, Maikel,596748,2022,388,11.5,
Choi, Ji-Man,596847,2022,419,10.6,
Bradley Jr., Jackie,598265,2022,370,7.4,
La Stella, Tommy,600303,2022,195,14.6,
Candelario, Jeimer,600869,2022,467,13.5,
Daza, Yonathan,602074,2022,408,4.6,
Urias, Ramon,602104,2022,445,11,
Ahmed, Nick,605113,2022,54,4.4,
Anderson, Brian,605119,2022,383,7.7,
Barnes, Austin,605131,2022,212,13.6,
Bell, Josh,605137,2022,647,8.4,
Betts, Mookie,605141,2022,639,18.6,
Caratini, Victor,605170,2022,314,6.6,
Davis, J.D.,605204,2022,365,12.3,
Garcia, Aramis,605244,2022,115,19.6,
Machin, Vimael,605353,2022,253,10.2,
Perez, Michael,605421,2022,132,18.3,
Zimmer, Bradley,605548,2022,117,10.5,
Castro, Harold,605612,2022,443,11.4,
Arcia, Orlando,606115,2022,234,11.7,
Tapia, Raimel,606132,2022,433,4,
Aquino, Aristides,606157,2022,276,17.4,
Hernandez, Teoscar,606192,2022,535,11.6,
Mercedes, Yermin,606213,2022,83,25.3,
Marte, Ketel,606466,2022,558,13.5,
Haase, Eric,606992,2022,351,17,
Hager, Jake,606993,2022,59,13.9,
Nimmo, Brandon,607043,2022,673,6.1,
Peterson, Jace,607054,2022,328,9.7,
Turner, Trea,607208,2022,708,10.2,
Stallings, Jacob,607732,2022,384,12.9,
Ramirez, Jose,608070,2022,685,20.7,
Bregman, Alex,608324,2022,656,19.5,
Gallo, Joey,608336,2022,410,23.8,
Kelly, Carson,608348,2022,354,14.7,
Seager, Corey,608369,2022,663,13.6,
Winker, Jesse,608385,2022,547,16.8,
Mazara, Nomar,608577,2022,171,17.6,
Jankowski, Travis,608671,2022,64,-3.2,
Mayfield, Jack,608686,2022,74,13.5,
Plawecki, Kevin,608700,2022,186,11.4,
Refsnyder, Rob,608701,2022,177,13.1,
Reynolds, Matt,608703,2022,272,5.6,
Meneses, Joey,608841,2022,240,9.5,
Mondesi, Adalberto,609275,2022,54,7.8,
Andujar, Miguel,609280,2022,140,9.2,
Vosler, Jason,613564,2022,111,15.2,
Cordero, Franchy,614173,2022,275,12.7,
Reyes, Franmil,614177,2022,473,9.9,
Torrens, Luis,620443,2022,166,8.9,
Swanson, Dansby,621020,2022,696,15.7,
Newman, Kevin,621028,2022,309,13.1,
Taylor, Chris,621035,2022,454,20.4,
Correa, Carlos,621043,2022,590,11.6,
Phillips, Brett,621433,2022,225,22.8,
Taylor, Tyrone,621438,2022,405,16.9,
Buxton, Byron,621439,2022,382,21.4,
Bolt, Skye,621450,2022,116,9.3,
Duggar, Steven,621453,2022,80,16.9,
Rios, Edwin,621458,2022,92,10.9,
Ward, Taylor,621493,2022,564,15.8,
Nido, Tomas,621512,2022,313,8.4,
Bemboom, Anthony,621532,2022,59,7,
Wisdom, Patrick,621550,2022,534,21,
Wendle, Joey,621563,2022,371,3,
Olson, Matt,621566,2022,699,16.1,
Duffy, Matt,622110,2022,247,9.9,
Munoz, Yairo,622168,2022,60,1.3,
Walton, Donovan,622268,2022,78,7.7,
Margot, Manuel,622534,2022,363,10.2,
Camargo, Johan,622666,2022,166,11.6,
Reyes, Victor,622682,2022,336,10.9,
Mateo, Jorge,622761,2022,533,14.8,
Heineman, Tyler,623168,2022,174,19.9,
Velazquez, Andrew,623205,2022,349,8.2,
Bote, David,623520,2022,127,7.9,
Ramirez, Harold,623912,2022,435,4.8,
Santander, Anthony,623993,2022,647,21.4,
Alonso, Pete,624413,2022,685,18.2,
Arroyo, Christian,624414,2022,300,9.1,
Biggio, Cavan,624415,2022,303,19.6,
Frazier, Adam,624428,2022,602,13.6,
Trevino, Jose,624431,2022,353,13,
Gordon, Nick,624503,2022,443,12.5,
McGuire, Reese,624512,2022,274,14.1,
Soler, Jorge,624585,2022,306,13.7,
Sosa, Edmundo,624641,2022,190,11.4,
Heredia, Guillermo,628338,2022,82,14.6,
Hernandez, Yadiel,628450,2022,327,3.5,
Ibanez, Andy,628451,2022,128,14.9,
Cronenworth, Jake,630105,2022,684,18.2,
Meadows, Austin,640457,2022,147,17.2,
Mercado, Oscar,640458,2022,128,22.2,
Pinder, Chad,640461,2022,379,9.7,
Azocar, Jose,640492,2022,216,9.4,
Anderson, Tim,641313,2022,351,3.3,
Bellinger, Cody,641355,2022,550,20.3,
Calhoun, Willie,641432,2022,62,14.2,
Collins, Zack,641470,2022,108,20.1,
Crawford, J.P.,641487,2022,603,8.9,
Davis, Jonathan,641505,2022,91,2.8,
Delay, Jason,641511,2022,167,15.7,
Demeritte, Travis,641513,2022,96,9.7,
Dozier, Hunter,641531,2022,500,13.1,
Engel, Adam,641553,2022,260,15,
Fraley, Jake,641584,2022,247,13.8,
Garver, Mitch,641598,2022,215,18.4,
Guillorme, Luis,641645,2022,335,4.3,
Hampson, Garrett,641658,2022,226,10.2,
Heim, Jonah,641680,2022,450,17,
Hermosillo, Michael,641684,2022,73,17.4,
Leblanc, Charles,641779,2022,169,16.9,
Lewis, Kyle,641786,2022,62,16.9,
Mancini III, Trey,641820,2022,587,12.7,
McKinney, Billy,641856,2022,57,17.4,
McMahon, Ryan,641857,2022,597,10.8,
Neuse, Sheldon,641914,2022,293,1.5,
O'Neill, Tyler,641933,2022,383,13.6,
Robinson, Chuckie,642020,2022,60,0.5,
Smith, Dominic,642086,2022,152,10.9,
Tellez, Rowdy,642133,2022,599,15.3,
Thaiss, Matt,642136,2022,81,7.5,
VanMeter, Josh,642165,2022,192,14.3,
Wade, Tyler,642180,2022,163,11.5,
White, Eli,642201,2022,117,21.5,
Mejia, Francisco,642336,2022,299,15.7,
Siri, Jose,642350,2022,325,15.4,
Sierra, Magneuris,642423,2022,96,7.2,
Barrera, Luis,642456,2022,85,5.1,
Rosario, Amed,642708,2022,670,5,
Adames, Willy,642715,2022,617,18.9,
Alcantara, Sergio,642727,2022,224,13.5,
Estrada, Thairo,642731,2022,541,8.1,
Wynns, Austin,642851,2022,177,10.4,
Benintendi, Andrew,643217,2022,521,12.6,
Cooper, Garrett,643265,2022,469,8.8,
Dubon, Mauricio,643289,2022,265,16.7,
Jansen, Danny,643376,2022,248,22.2,
Kemp, Tony,643393,2022,558,15,
Kiner-Falefa, Isiah,643396,2022,531,4.3,
McNeil, Jeff,643446,2022,589,12.8,
Schwindel, Frank,643524,2022,292,10.2,
Chang, Yu,644374,2022,190,14.3,
Albies, Ozzie,645277,2022,269,16.9,
Robles, Victor,645302,2022,407,15.8,
Herrera, Jose,645444,2022,124,3,
Ford, Mike,645801,2022,149,18.1,
Devers, Rafael,646240,2022,614,11.3,
Naylor, Josh,647304,2022,498,10.3,
Toro, Abraham,647351,2022,352,16.7,
Diaz, Aledmys,649557,2022,327,12.4,
Urias, Luis,649966,2022,472,18,
Diaz, Lewin,650331,2022,174,15.6,
Arraez, Luis,650333,2022,603,12.9,
Palacios, Jermaine,650339,2022,77,4.5,
Jimenez, Eloy,650391,2022,327,7.4,
Torres, Gleyber,650402,2022,572,17.5,
Castro, Willi,650489,2022,392,13.9,
Diaz, Yandy,650490,2022,558,7.7,
De La Cruz, Bryan,650559,2022,355,9.8,
Viloria, Meibrys,650619,2022,75,5.6,
Rengifo, Luis,650859,2022,511,9.9,
Pinto, Rene,650907,2022,83,12.6,
Adams, Riley,656180,2022,155,13.5,
Allen, Greg,656185,2022,134,8.5,
Bouchard, Sean,656248,2022,97,15.3,
Chapman, Matt,656305,2022,621,19,
Chavis, Michael,656308,2022,426,11.1,
Fairchild, Stuart,656413,2022,110,13.3,
Garrett, Stone,656448,2022,84,22.8,
Hill, Derek,656537,2022,92,6.6,
Hilliard, Sam,656541,2022,200,13.4,
Hoskins, Rhys,656555,2022,672,18.1,
Joe, Connor,656582,2022,467,10.6,
Luplow, Jordan,656669,2022,234,17.7,
Matijevic, J.J.,656695,2022,71,8.9,
McKinstry, Zach,656716,2022,185,12.9,
Mullins II, Cedric,656775,2022,672,17.4,
O'Hearn, Ryan,656811,2022,145,13.4,
Rivera, Emmanuel,656896,2022,359,9.8,
Schwarber, Kyle,656941,2022,669,19.2,
Smith, Pavin,656976,2022,277,15.2,
Thomas, Lane,657041,2022,548,12.5,
Tucker, Cole,657061,2022,63,4.8,
Verdugo, Alex,657077,2022,644,8.4,
Wong, Connor,657136,2022,56,5.1,
DeJong, Paul,657557,2022,237,21.7,
Laureano, Ramon,657656,2022,383,14.9,
Papierski, Michael,657709,2022,103,12.2,
Sheets, Gavin,657757,2022,410,14.8,
Olivares, Edward,658668,2022,174,6.6,
Moncada, Yoan,660162,2022,433,15.7,
Ohtani, Shohei,660271,2022,666,12.1,
Tsutsugo, Yoshi,660294,2022,193,10.1,
Castillo, Diego,660636,2022,283,14.6,
Brujan, Vidal,660644,2022,162,14.2,
Garcia, Dermis,660650,2022,125,12.2,
Acuna Jr., Ronald,660670,2022,533,10.8,
Ruiz, Keibert,660688,2022,433,14.9,
Montero, Elehuris,660707,2022,185,13.2,
Gonzalez, Oscar,660757,2022,382,5.4,
Yepez, Juan,660766,2022,274,17.1,
Sanchez, Jesus,660821,2022,343,11,
Park, Hoy,660829,2022,60,10.3,
Contreras, William,661388,2022,376,6.1,
Serven, Brian,661531,2022,205,12.5,
Varsho, Daulton,662139,2022,592,14.9,
Nootbaar, Lars,663457,2022,347,10.7,
Nevin, Tyler,663527,2022,184,17.7,
Hoerner, Nico,663538,2022,517,10.7,
Riley, Austin,663586,2022,693,12.9,
Madrigal, Nick,663611,2022,228,-0.2,
Larnach, Trevor,663616,2022,180,13.1,
Mountcastle, Ryan,663624,2022,609,15.9,
McKenna, Ryan,663630,2022,172,15.4,
Hayes, Ke'Bryan,663647,2022,560,5.2,
Tucker, Kyle,663656,2022,609,19,
Cameron, Daz,663662,2022,70,17.1,
India, Jonathan,663697,2022,431,14.5,
Bart, Joey,663698,2022,291,16.3,
Raleigh, Cal,663728,2022,415,22.5,
Fortes, Nick,663743,2022,240,15.4,
Grisham, Trent,663757,2022,524,15.1,
Vierling, Matt,663837,2022,357,12,
Rivas III, Alfonso,663845,2022,287,4.9,
Gonzalez, Romy,663853,2022,109,3.3,
Stephenson, Tyler,663886,2022,183,11.1,
Williams, Luke,663897,2022,136,16.7,
Rodgers, Brendan,663898,2022,581,4.6,
Lowe, Nathaniel,663993,2022,645,8.2,
Happ, Ian,664023,2022,641,10.9,
Mathias, Mark,664029,2022,91,11.8,
France, Ty,664034,2022,613,10.1,
Lowe, Brandon,664040,2022,266,16.6,
Bader, Harrison,664056,2022,313,16.7,
Fletcher, David,664058,2022,228,15,
Haggerty, Sam,664059,2022,201,13.6,
Moore, Dylan,664238,2022,255,20.7,
Garlick, Kyle,664247,2022,162,15.1,
Lopez, Alejo,664670,2022,156,9.3,
Straw, Myles,664702,2022,596,9.8,
Isbel, Kyle,664728,2022,278,10.6,
Higgins, P.J.,664731,2022,229,8.7,
Bohm, Alec,664761,2022,631,10.4,
Wade Jr., LaMonte,664774,2022,251,21.1,
Mazeika, Patrick,664850,2022,72,15.4,
Zavala, Seby,664874,2022,205,22.7,
Mendick, Danny,664901,2022,106,10.3,
Brown, Seth,664913,2022,555,15.8,
McCarthy, Jake,664983,2022,354,8,
Clemens, Kody,665019,2022,127,17.4,
Walsh, Jared,665120,2022,454,10.7,
Maton, Nick,665155,2022,85,18.6,
Pena, Jeremy,665161,2022,558,8.7,
Celestino, Gilberto,665482,2022,347,-1.9,
Guerrero Jr., Vladimir,665489,2022,706,4.3,
Pache, Cristian,665506,2022,260,3.8,
Soto, Juan,665742,2022,664,9.1,
Taveras, Leody,665750,2022,341,12,
Cabrera, Oswaldo,665828,2022,171,21.5,
Cruz, Oneil,665833,2022,361,8.3,
Chisholm Jr., Jazz,665862,2022,241,15.5,
Gimenez, Andres,665926,2022,557,11.7,
Aranda, Jonathan,666018,2022,87,5.9,
Jones, Nolan,666134,2022,94,15.9,
Kirilloff, Alex,666135,2022,156,6.1,
Lowe, Josh,666139,2022,198,11.4,
Lux, Gavin,666158,2022,471,6.8,
Moniak, Mickey,666160,2022,112,19.1,
Adell, Jo,666176,2022,285,16.7,
Beer, Seth,666179,2022,126,10.7,
Benson, Will,666181,2022,61,10.4,
Bichette, Bo,666182,2022,697,8.5,
Carlson, Dylan,666185,2022,488,12.9,
Trammell, Taylor,666211,2022,117,20.5,
Encarnacion, Jerar,666464,2022,81,8,
Morel, Christopher,666624,2022,425,9.1,
Castro, Rodolfo,666801,2022,278,11.7,
Dalbec, Bobby,666915,2022,353,15.2,
Garcia, Adolis,666969,2022,657,13.2,
Gurriel Jr., Lourdes,666971,2022,493,10.9,
Arozarena, Randy,668227,2022,645,8.8,
Pratto, Nick,668472,2022,182,19.7,
Barrera, Tres,668663,2022,53,21.4,
Bleday, JJ,668709,2022,238,25,
Steer, Spencer,668715,2022,108,13.6,
Baddoo, Akil,668731,2022,225,14.2,
Mitchell, Cal,668751,2022,232,7.5,
Knizner, Andrew,668800,2022,293,15.6,
Reynolds, Bryan,668804,2022,614,12,
Capel, Conner,668843,2022,59,7.9,
Rutschman, Adley,668939,2022,470,15.6,
Rojas, Josh,668942,2022,510,11.9,
Kreidler, Ryan,668952,2022,84,14.8,
Mitchell, Garrett,669003,2022,68,9.5,
Melendez Jr., MJ,669004,2022,534,15.1,
Marsh, Brandon,669016,2022,461,10.9,
Stowers, Kyle,669065,2022,98,16,
Huff, Sam,669087,2022,132,9.7,
Langeliers, Shea,669127,2022,153,16.9,
Campusano, Luis,669134,2022,50,16.4,
Murphy, Sean,669221,2022,612,11.5,
Senzel, Nick,669222,2022,420,11.7,
Edman, Tommy,669242,2022,630,8.7,
Solak, Nick,669256,2022,95,5.7,
Smith, Will,669257,2022,578,18.4,
Suwinski, Jack,669261,2022,372,14.3,
Espinal, Santiago,669289,2022,491,14.1,
Miranda, Jose,669304,2022,483,13.8,
Thompson, Bubba,669352,2022,181,5.3,
Gorman, Nolan,669357,2022,313,20,
Hiura, Keston,669374,2022,266,16.1,
Burger, Jake,669394,2022,183,12.3,
Allen, Nick,669397,2022,326,7.6,
Hummel, Cooper,669450,2022,201,7.7,
Smith, Josh H.,669701,2022,253,19.2,
Hays, Austin,669720,2022,582,11.3,
Hall, Darick,669742,2022,142,18.6,
Call, Alex,669743,2022,131,18.4,
Toglia, Michael,669911,2022,120,17,
Lopez, Nicky,670032,2022,480,4.9,
Raley, Luke,670042,2022,72,16.9,
Wallner, Matt,670242,2022,65,12.9,
Stevenson, Cal,670276,2022,71,10.6,
Rojas, Jose,670351,2022,57,27.9,
Alvarez, Yordan,670541,2022,561,12.3,
Paredes, Isaac,670623,2022,381,15.8,
Brosseau, Mike,670712,2022,160,14.6,
Walls, Taylor,670764,2022,466,16.6,
Gonzalez, Luis,670768,2022,350,10.9,
Friedl Jr., TJ,670770,2022,258,19.8,
Soto, Livan,670869,2022,59,19.8,
Kennedy, Buddy,671083,2022,94,13,
Casas, Triston,671213,2022,95,2.2,
Waters, Drew,671221,2022,109,10.4,
Garcia, Luis,671277,2022,377,5.5,
Freeman, Tyler,671289,2022,86,10.3,
Harris II, Michael,671739,2022,441,4.5,
Kelenic, Jarred,672284,2022,181,18,
Arias, Gabriel,672356,2022,57,-0.6,
Kirk, Alejandro,672386,2022,541,8.1,
Diaz, Jordan,672478,2022,51,-4.8,
Moreno, Gabriel,672515,2022,73,5.9,
Perdomo, Geraldo,672695,2022,500,12.1,
Peraza, Oswald,672724,2022,57,5.4,
Marcano, Tucupita,672779,2022,177,11.1,
Robert, Luis,673357,2022,401,10,
Kim, Ha-Seong,673490,2022,582,16.1,
Suzuki, Seiya,673548,2022,446,11.2,
Jung, Josh,673962,2022,102,14.3,
Smith, Kevin,675656,2022,151,16.4,
Velazquez, Nelson,676369,2022,206,12.3,
Clement, Ernie,676391,2022,179,11.8,
Burleson, Alec,676475,2022,53,4,
Barrero, Jose,676480,2022,174,17.7,
Contreras, Mark,676628,2022,61,13.9,
Madris, Bligh,676632,2022,123,10.5,
Meyers, Jake,676694,2022,160,7.2,
Trejo, Alan,676701,2022,125,13.6,
McCormick, Chas,676801,2022,407,12.8,
MacKinnon, David,676950,2022,57,8.2,
Franco, Wander,677551,2022,344,8.2,
Rodriguez, Julio,677594,2022,560,10.1,
Duran, Ezequiel,677649,2022,220,9.5,
Thomas, Alek,677950,2022,411,2.6,
Witt Jr., Bobby,677951,2022,632,16.8,
Groshans, Jordan,677954,2022,65,5,
Vargas, Miguel,678246,2022,50,25.9,
Torkelson, Spencer,679529,2022,404,15,
Vavra, Terrin,679631,2022,103,10.7,
Palacios, Richie,680700,2022,123,13.5,
Kwan, Steven,680757,2022,638,11.8,
Duran, Jarren,680776,2022,223,7.6,
Jeffers, Ryan,680777,2022,236,18.2,
Burdick, Peyton,680814,2022,102,18,
Miller, Owen,680911,2022,472,10.1,
Donovan, Brendan,680977,2022,468,6,
Stott, Bryson,681082,2022,466,13.1,
Bride, Jonah,681146,2022,187,11.5,
Carpenter, Kerry,681481,2022,113,14.5,
Villar, David,681584,2022,181,17.8,
Eaton, Nate,681987,2022,122,13.6,
Abrams, CJ,682928,2022,302,6.8,
Greene, Riley,682985,2022,418,2.8,
Carroll, Corbin,682998,2022,115,9.1,
Henderson, Gunnar,683002,2022,132,2,
Stefanic, Michael,683021,2022,69,5,
Vaughn, Andrew,683734,2022,555,7.5,
Pasquantino, Vinnie,686469,2022,298,12.1,
Massey, Michael,686681,2022,194,16.4,
Grissom, Vaughn,687093,2022,156,9,